;Latitude;Longitude;sum;uncert
500;"60°50'0.0""";"152°48'0.0""";99,88;1
501;"68°58'0.0""";"137°50'0.0""";100,36;1
502;"64°46'0.0""";"-175°11'0.0""";99,93;1
503;"68°6'0.0""";"178°32'0.0""";100,08;1
504;"45°34'25.0""";"135°26'55.0""";99,99;1
505;"45°41'53.0""";"134°4'55.0""";99,09;3
506;"45°34'30.0""";"136°59'30.0""";99,93;1
507;"45°49'42.0""";"135°17'0.0""";99,83;1
508;"50°32'0.0""";"108°44'0.0""";99,42;3
509;"47°14'10.0""";"137°53'0.0""";100,19;1
510;"52°47'20.0""";"110°13'40.0""";99,41;3
511;"47°12'40.0""";"137°51'20.0""";99,65;2
512;"50°15'0.0""";"109°11'0.0""";99,67;2
513;"50°12'0.0""";"107°27'10.0""";99,86;1
514;"52°25'10.0""";"115°26'27.0""";100,12;1
515;"67°9'0.0""";"158°25'0.0""";99,43;3
516;"51°24'0.0""";"134°24'0.0""";100,39;1
517;"52°53'0.0""";"114°6'0.0""";100,13;1
518;"50°10'0.0""";"112°25'0.0""";99,66;2
519;"50°0'0.0""";"111°10'0.0""";100,27;1
520;"45°33'50.0""";"135°25'0.0""";99,87;1
521;"59°55'0.0""";"139°18'0.0""";99,63;2
522;"50°3'0.0""";"109°39'0.0""";99,47;3
523;"61°23'0.0""";"151°49'0.0""";99,83;1
524;"62°42'0.0""";"158°39'0.0""";100,25;1
525;"62°10'0.0""";"139°14'0.0""";99,55;2
526;"65°39'0.0""";"-176°36'0.0""";99,67;2
527;"62°3'0.0""";"141°1'0.0""";100,43;1
528;"53°56'10.0""";"115°41'10.0""";99,97;1
529;"50°45'0.0""";"110°40'0.0""";99,74;2
530;"44°26'55.0""";"134°20'2.0""";100,04;1
531;"47°15'0.0""";"135°12'0.0""";100,17;1
532;"49°31'0.0""";"110°5'0.0""";99,99;1
533;"60°29'0.0""";"150°7'0.0""";100,62;2
534;"45°34'25.0""";"135°27'45.0""";99,94;1
535;"54°0'0.0""";"114°31'0.0""";100,07;1
536;"52°11'40.0""";"110°17'0.0""";100,6;2
537;"69°24'0.0""";"176°38'0.0""";100,69;2
538;"69°22'0.0""";"165°45'0.0""";100,28;1
539;"69°57'0.0""";"171°40'0.0""";100,19;1
540;"49°58'0.0""";"112°58'0.0""";100,29;1
541;"68°1'0.0""";"136°48'0.0""";99,44;3
542;"50°0'0.0""";"112°32'0.0""";100,4;1
543;"53°56'40.0""";"115°33'30.0""";99,65;2
544;"50°43'0.0""";"113°33'0.0""";100,15;1
545;"48°25'0.0""";"107°1'0.0""";99,6;2
546;"52°32'20.0""";"109°44'0.0""";99,8;1
547;"62°38'0.0""";"155°46'0.0""";99,75;1
548;"49°43'0.0""";"109°53'0.0""";99,88;1
549;"53°23'5.0""";"116°58'40.0""";100,6;2
550;"52°36'20.0""";"115°19'20.0""";100,56;2
551;"63°11'0.0""";"148°20'0.0""";99,49;3
552;"56°10'0.0""";"119°4'0.0""";100,06;1
553;"53°32'0.0""";"134°21'0.0""";99,06;3
554;"46°21'40.0""";"135°28'45.0""";100,14;1
555;"53°29'0.0""";"118°51'30.0""";99,95;1
556;"45°35'26.0""";"135°13'9.0""";100,3;1
557;"56°10'0.0""";"119°4'0.0""";99,62;2
558;"52°30'0.0""";"114°3'30.0""";100,36;1
559;"62°11'0.0""";"139°53'0.0""";99,76;1
560;"50°1'0.0""";"110°8'0.0""";99,66;2
561;"65°34'0.0""";"-178°8'0.0""";100,27;1
562;"69°46'0.0""";"171°38'0.0""";100;1
563;"53°49'40.0""";"115°17'30.0""";99,82;1
564;"43°38'20.0""";"135°13'20.0""";99,51;2
565;"61°1'0.0""";"150°5'0.0""";99,19;3
566;"43°53'35.0""";"138°29'5.0""";99,56;2
567;"45°55'0.0""";"115°27'30.0""";99,77;1
568;"52°20'35.0""";"109°36'40.0""";100,02;1
569;"50°36'0.0""";"113°54'0.0""";99,51;2
570;"48°37'0.0""";"138°53'0.0""";99,69;2
571;"53°55'40.0""";"115°42'50.0""";99,76;1
572;"45°48'40.0""";"133°58'55.0""";100,11;1
573;"69°44'0.0""";"171°55'0.0""";99,96;1
574;"61°17'0.0""";"149°15'0.0""";100,16;1
575;"54°31'0.0""";"116°52'15.0""";100,27;1
576;"50°13'0.0""";"139°3'0.0""";99,56;2
577;"51°38'0.0""";"110°22'20.0""";100,19;1
578;"68°47'0.0""";"138°2'0.0""";99,44;3
579;"67°26'0.0""";"134°58'0.0""";100,23;1
580;"62°13'0.0""";"158°19'0.0""";100,25;1
581;"46°49'0.0""";"105°57'30.0""";99,85;1
582;"69°36'0.0""";"170°23'0.0""";100,32;1
583;"46°48'0.0""";"118°20'0.0""";99,88;1
584;"50°1'0.0""";"112°33'0.0""";99,56;2
585;"53°43'0.0""";"115°22'0.0""";99,49;3
586;"66°27'0.0""";"175°12'0.0""";100,67;2
587;"66°11'0.0""";"129°18'0.0""";99,88;1
588;"46°49'45.0""";"136°57'10.0""";99,99;1
589;"64°29'0.0""";"-174°3'0.0""";100,87;3
590;"52°36'50.0""";"115°18'20.0""";99,83;1
591;"51°26'0.0""";"113°27'0.0""";100,05;1
592;"69°30'0.0""";"145°32'0.0""";99,72;2
593;"69°12'0.0""";"141°17'0.0""";99,84;1
594;"63°37'0.0""";"147°46'0.0""";99,94;1
595;"51°9'0.0""";"112°55'0.0""";100,57;2
596;"50°7'0.0""";"109°33'0.0""";100,33;1
597;"50°47'0.0""";"111°0'0.0""";100,27;1
598;"54°5'5.0""";"116°20'25.0""";100,39;1
599;"69°57'0.0""";"171°35'0.0""";99,04;3
600;"54°39'0.0""";"114°6'0.0""";100,59;2
601;"54°16'0.0""";"117°56'0.0""";100,01;1
602;"45°26'20.0""";"135°18'10.0""";100,05;1
603;"62°31'0.0""";"155°39'0.0""";99,77;1
604;"54°44'0.0""";"127°57'0.0""";100,28;1
605;"44°50'10.0""";"135°4'0.0""";99,96;1
606;"52°43'30.0""";"110°52'45.0""";100,17;1
607;"49°30'0.0""";"110°3'0.0""";100,35;1
608;"53°47'20.0""";"115°27'30.0""";100,24;1
609;"62°39'0.0""";"155°40'0.0""";99,97;1
610;"51°9'0.0""";"112°55'0.0""";100,52;2
611;"51°9'0.0""";"112°58'0.0""";99,6;2
612;"46°3'20.0""";"135°34'30.0""";100,25;1
613;"52°10'15.0""";"114°38'0.0""";100,12;1
614;"68°8'0.0""";"136°28'0.0""";100,06;1
615;"50°1'0.0""";"112°32'0.0""";99,87;1
616;"49°57'0.0""";"112°35'0.0""";99,82;1
617;"64°22'0.0""";"143°27'0.0""";100,18;1
618;"61°4'0.0""";"148°19'0.0""";99,94;1
619;"60°35'0.0""";"143°42'0.0""";100,24;1
620;"61°21'0.0""";"146°11'0.0""";99,34;3
621;"45°35'38.0""";"136°36'17.0""";99,86;1
622;"53°54'30.0""";"115°45'50.0""";100,02;1
623;"67°50'0.0""";"-178°53'0.0""";99,89;1
624;"66°40'6.0""";"179°34'0.0""";100,12;1
625;"55°4'50.0""";"118°16'20.0""";99,49;3
626;"61°21'0.0""";"148°16'0.0""";99,95;1
627;"55°4'30.0""";"118°20'25.0""";100,34;1
628;"51°32'0.0""";"110°24'0.0""";100,02;1
629;"64°25'0.0""";"-174°30'0.0""";100,61;2
630;"46°30'50.0""";"135°53'10.0""";100,38;1
631;"44°27'0.0""";"136°2'0.0""";99,36;3
632;"42°32'30.0""";"109°3'30.0""";100,23;1
633;"51°8'0.0""";"112°15'0.0""";100,37;1
634;"50°3'0.0""";"110°17'0.0""";99,9;1
635;"53°55'20.0""";"115°42'30.0""";99,9;1
636;"45°35'50.0""";"135°30'40.0""";100,89;3
637;"46°50'0.0""";"105°59'0.0""";100,12;1
638;"49°59'0.0""";"108°11'0.0""";100,4;1
639;"53°43'0.0""";"115°13'0.0""";100,25;1
640;"66°21'0.0""";"137°53'0.0""";100,33;1
641;"52°25'10.0""";"115°26'27.0""";100,02;1
642;"51°2'0.0""";"112°30'0.0""";99,93;1
643;"49°27'0.0""";"109°23'0.0""";100,28;1
644;"50°15'0.0""";"133°54'0.0""";99,65;2
645;"69°42'0.0""";"141°41'0.0""";100,46;1
646;"49°42'0.0""";"108°10'0.0""";100,48;1
647;"63°21'15.0""";"165°31'50.0""";100,42;1
648;"61°32'0.0""";"161°15'0.0""";100,13;1
649;"52°55'0.0""";"110°5'30.0""";99,7;2
650;"67°59'24.0""";"177°28'48.0""";100,81;3
651;"45°33'55.0""";"135°15'45.0""";100,42;1
652;"64°47'0.0""";"-173°43'0.0""";100,52;2
653;"66°17'0.0""";"139°45'0.0""";100,5;2
654;"46°1'20.0""";"115°30'0.0""";100,5;2
655;"43°51'45.0""";"134°30'15.0""";100,57;2
656;"54°12'50.0""";"117°58'30.0""";99,97;1
657;"61°21'0.0""";"151°44'0.0""";100,34;1
658;"44°28'0.0""";"133°8'0.0""";100,34;1
659;"50°9'0.0""";"109°58'0.0""";100,34;1
660;"52°47'30.0""";"114°31'0.0""";99,32;3
661;"45°36'45.0""";"135°18'45.0""";100,56;2
662;"52°25'50.0""";"115°4'0.0""";99,85;1
663;"67°53'0.0""";"-179°15'0.0""";99,94;1
664;"69°22'0.0""";"176°27'0.0""";100,46;1
665;"50°25'0.0""";"112°42'0.0""";99,77;1
666;"61°18'0.0""";"142°14'45.0""";100,72;2
667;"45°48'25.0""";"135°15'0.0""";99,81;1
668;"53°32'20.0""";"119°0'0.0""";100,05;1
669;"47°47'16.0""";"138°0'25.0""";100,16;1
670;"52°32'30.0""";"115°9'50.0""";99,64;2
671;"45°35'38.0""";"136°36'17.0""";99,57;2
672;"61°29'0.0""";"147°3'0.0""";99,63;2
673;"52°53'47.0""";"116°0'40.0""";100,24;1
674;"60°19'0.0""";"144°36'0.0""";99,98;1
675;"59°56'0.0""";"139°17'0.0""";100,2;1
676;"44°4'0.0""";"115°1'0.0""";99,96;1
677;"46°48'20.0""";"137°3'20.0""";99,41;3
678;"49°46'0.0""";"109°13'0.0""";100,3;1
679;"51°37'0.0""";"113°19'0.0""";99,89;1
680;"61°41'0.0""";"153°32'0.0""";99,89;1
681;"50°11'0.0""";"109°30'0.0""";99,84;1
682;"53°30'50.0""";"116°49'40.0""";100,15;1
683;"52°25'10.0""";"115°26'27.0""";100,06;1
684;"51°17'0.0""";"112°53'0.0""";99,98;1
685;"67°52'0.0""";"-179°16'0.0""";100,46;1
686;"52°22'0.0""";"112°58'0.0""";99,83;1
687;"69°46'0.0""";"175°45'0.0""";100,16;1
688;"48°33'0.0""";"115°17'20.0""";99,9;1
689;"45°58'24.0""";"135°45'0.0""";99,99;1
690;"61°41'0.0""";"148°7'0.0""";100,53;2
691;"51°18'0.0""";"113°4'0.0""";99,52;2
692;"53°55'0.0""";"115°34'50.0""";100,33;1
693;"65°10'0.0""";"154°45'0.0""";99,68;2
694;"45°43'12.0""";"135°50'25.0""";100,09;1
695;"52°53'30.0""";"119°30'55.0""";100,35;1
696;"65°7'0.0""";"-175°33'0.0""";100,14;1
697;"60°43'0.0""";"150°33'0.0""";99,87;1
698;"49°31'0.0""";"110°6'0.0""";99,55;2
699;"44°56'0.0""";"136°33'0.0""";99,85;1
700;"51°34'45.0""";"110°20'0.0""";100,41;1
701;"45°58'51.0""";"135°45'42.0""";100,13;1
702;"53°53'30.0""";"115°36'30.0""";100,52;2
703;"47°25'18.0""";"138°18'0.0""";99,77;1
704;"65°53'0.0""";"-175°49'0.0""";100,13;1
705;"66°16'0.0""";"139°47'0.0""";99,74;2
706;"61°39'0.0""";"148°23'0.0""";100,36;1
707;"58°38'30.0""";"114°6'30.0""";99,68;2
708;"62°6'0.0""";"149°22'0.0""";99,9;1
709;"49°32'0.0""";"110°6'0.0""";100,09;1
710;"64°38'0.0""";"146°19'0.0""";100,21;1
711;"67°54'0.0""";"178°4'0.0""";100,32;1
712;"62°27'0.0""";"174°10'0.0""";100,75;3
713;"46°55'30.0""";"134°55'0.0""";100,32;1
714;"43°50'30.0""";"135°3'0.0""";99,89;1
715;"50°32'0.0""";"139°12'0.0""";99,76;1
716;"52°51'0.0""";"113°46'0.0""";100,04;1
717;"59°35'0.0""";"150°58'0.0""";99,77;1
718;"46°49'50.0""";"137°0'20.0""";100,19;1
719;"70°32'30.0""";"141°18'0.0""";99,7;2
720;"47°27'30.0""";"115°14'0.0""";99,53;2
721;"48°31'0.0""";"138°39'0.0""";100,25;1
722;"50°58'0.0""";"113°19'0.0""";100,23;1
723;"49°10'0.0""";"138°5'0.0""";99,78;1
724;"62°4'0.0""";"155°17'0.0""";99,61;2
725;"50°34'0.0""";"108°56'0.0""";99,88;1
726;"55°4'30.0""";"119°58'20.0""";100,54;2
727;"47°32'30.0""";"112°10'0.0""";100,08;1
728;"53°34'0.0""";"113°12'0.0""";99,46;3
729;"53°29'15.0""";"118°53'0.0""";99,68;2
730;"51°17'0.0""";"113°39'0.0""";100,24;1
731;"52°25'10.0""";"115°26'27.0""";100,19;1
732;"52°31'30.0""";"110°54'45.0""";100,9;3
733;"44°19'33.0""";"134°5'0.0""";100,91;3
734;"45°34'40.0""";"135°17'0.0""";99,94;1
735;"62°38'0.0""";"156°3'0.0""";100,05;1
736;"65°29'0.0""";"149°2'0.0""";100,29;1
737;"61°18'0.0""";"149°14'0.0""";100,06;1
738;"61°54'0.0""";"147°35'0.0""";100,31;1
739;"55°8'0.0""";"130°55'0.0""";99,45;3
740;"53°21'0.0""";"140°7'0.0""";99,71;2
741;"48°7'0.0""";"107°42'0.0""";99,83;1
742;"51°31'0.0""";"109°49'0.0""";99,71;2
743;"43°40'20.0""";"135°13'30.0""";99,29;3
744;"45°50'0.0""";"135°25'0.0""";99,93;1
745;"50°9'0.0""";"109°53'0.0""";99,61;2
746;"47°27'21.0""";"138°17'48.0""";99,98;1
747;"44°29'15.0""";"136°7'10.0""";99,76;1
748;"50°0'0.0""";"108°9'0.0""";99,78;1
749;"52°19'0.0""";"113°0'0.0""";100,04;1
750;"55°2'0.0""";"126°55'0.0""";99,5;2
751;"67°52'0.0""";"-179°3'0.0""";100,35;1
752;"50°12'0.0""";"112°6'0.0""";100,51;2
753;"49°7'0.0""";"137°35'0.0""";99,99;1
754;"45°19'0.0""";"134°50'30.0""";100,32;1
755;"66°8'0.0""";"129°24'0.0""";100,03;1
756;"52°49'40.0""";"114°24'55.0""";100,04;1
757;"49°44'0.0""";"112°21'0.0""";99,65;2
758;"52°18'45.0""";"110°26'0.0""";99,25;3
759;"72°21'0.0""";"141°0'0.0""";100,35;1
760;"63°52'30.0""";"167°42'25.0""";100,59;2
761;"50°8'0.0""";"110°11'0.0""";100,23;1
762;"66°13'0.0""";"138°16'0.0""";100,12;1
763;"47°51'0.0""";"108°10'0.0""";100,25;1
764;"45°55'30.0""";"135°51'0.0""";99,44;3
765;"52°25'20.0""";"109°36'0.0""";99,48;3
766;"49°32'0.0""";"110°6'0.0""";99,77;1
767;"50°34'0.0""";"111°12'0.0""";99,72;2
768;"47°27'6.0""";"138°19'0.0""";100,4;1
769;"50°21'0.0""";"109°51'0.0""";99,79;1
770;"53°43'40.0""";"115°12'30.0""";100,3;1
771;"48°5'0.0""";"132°6'0.0""";99,6;2
772;"53°10'20.0""";"119°11'35.0""";100,42;1
773;"50°44'0.0""";"108°40'0.0""";100,32;1
774;"62°13'0.0""";"174°25'0.0""";100,9;3
775;"65°7'0.0""";"-172°20'0.0""";99,73;2
776;"47°14'20.0""";"113°54'7.0""";99,31;3
777;"47°55'7.0""";"107°25'0.0""";99,61;2
778;"53°41'0.0""";"113°14'30.0""";99,23;3
779;"49°32'0.0""";"110°0'0.0""";99,69;2
780;"54°41'0.0""";"116°26'0.0""";99,25;3
781;"45°48'0.0""";"136°29'35.0""";99,28;3
782;"69°25'0.0""";"176°37'0.0""";99,97;1
783;"66°32'0.0""";"-172°44'0.0""";99,93;1
784;"44°55'0.0""";"105°30'0.0""";99,56;2
785;"50°40'0.0""";"113°37'0.0""";99,54;2
786;"47°30'0.0""";"138°15'30.0""";100,16;1
787;"48°50'0.0""";"132°21'0.0""";99,5;2
788;"55°0'0.0""";"129°13'0.0""";100,09;1
789;"48°58'52.0""";"113°39'15.0""";99,49;3
790;"50°57'0.0""";"113°18'0.0""";100,12;1
791;"64°45'0.0""";"-174°3'0.0""";101;3
792;"50°35'0.0""";"113°52'0.0""";99,67;2
793;"54°7'20.0""";"117°34'0.0""";100,33;1
794;"50°36'0.0""";"113°54'0.0""";99,42;3
795;"59°53'0.0""";"143°33'0.0""";99,65;2
796;"63°18'0.0""";"144°50'0.0""";99,92;1
797;"64°20'32.0""";"168°0'21.0""";99,46;3
798;"52°56'30.0""";"114°8'30.0""";99,57;2
799;"47°38'0.0""";"107°40'0.0""";99,86;1
800;"67°27'0.0""";"170°1'0.0""";100,09;1
801;"52°24'10.0""";"109°33'45.0""";99,6;2
802;"66°16'0.0""";"139°46'0.0""";99,84;1
803;"50°46'0.0""";"136°13'0.0""";100,15;1
804;"48°17'0.0""";"136°47'0.0""";99,82;1
805;"45°34'40.0""";"135°15'18.0""";100,48;1
806;"67°35'0.0""";"169°28'0.0""";100,34;1
807;"65°11'0.0""";"145°20'0.0""";99,93;1
808;"63°39'0.0""";"175°25'0.0""";100,73;2
809;"50°7'0.0""";"110°11'0.0""";100,32;1
810;"62°36'0.0""";"159°2'0.0""";99,77;1
811;"68°39'0.0""";"170°25'0.0""";99,75;1
812;"68°38'0.0""";"137°52'0.0""";100,34;1
813;"54°30'5.0""";"116°53'0.0""";99,48;3
814;"52°35'40.0""";"115°17'30.0""";99,44;3
815;"49°54'0.0""";"112°35'0.0""";99,6;2
816;"53°54'50.0""";"115°38'0.0""";99,53;2
817;"53°56'30.0""";"115°41'10.0""";99,66;2
818;"54°8'5.0""";"116°29'30.0""";100,03;1
819;"45°8'45.0""";"134°33'13.0""";100,59;2
820;"61°22'0.0""";"153°27'0.0""";100,31;1
821;"69°38'0.0""";"163°7'0.0""";100,63;2
822;"51°20'0.0""";"109°23'0.0""";100,27;1
823;"42°0'0.0""";"104°47'30.0""";100,09;1
824;"50°35'0.0""";"113°53'0.0""";99,51;2
825;"52°7'30.0""";"114°3'0.0""";99,78;1
826;"52°34'0.0""";"140°40'0.0""";100,54;2
827;"65°7'0.0""";"-175°33'0.0""";100,3;1
828;"53°42'40.0""";"115°9'30.0""";99,9;1
829;"47°48'25.0""";"138°4'25.0""";99,52;2
830;"61°18'0.0""";"149°10'0.0""";100,05;1
831;"69°4'0.0""";"174°12'0.0""";100,31;1
832;"62°38'0.0""";"155°54'0.0""";99,65;2
833;"69°53'0.0""";"171°40'0.0""";99,63;2
834;"51°44'15.0""";"110°34'30.0""";99,6;2
835;"67°53'0.0""";"-179°10'0.0""";100,22;1
836;"52°20'25.0""";"109°36'25.0""";100,24;1
837;"54°10'35.0""";"116°10'55.0""";99,92;1
838;"69°12'0.0""";"175°55'0.0""";99,23;3
839;"47°48'0.0""";"138°4'25.0""";100,13;1
840;"69°5'0.0""";"168°30'0.0""";100,23;1
841;"65°42'0.0""";"-178°28'0.0""";100,49;1
842;"60°41'0.0""";"149°41'0.0""";99,81;1
843;"44°29'5.0""";"136°7'20.0""";99,87;1
844;"49°36'0.0""";"111°20'0.0""";99,7;2
845;"51°39'0.0""";"113°17'0.0""";99,83;1
846;"60°24'0.0""";"144°31'0.0""";99,55;2
847;"48°10'0.0""";"114°30'0.0""";100,07;1
848;"43°37'30.0""";"135°12'20.0""";99,63;2
849;"61°47'0.0""";"152°33'0.0""";99,9;1
850;"60°47'0.0""";"145°6'0.0""";100,49;1
851;"69°26'0.0""";"145°28'0.0""";99,9;1
852;"63°40'47.0""";"165°50'52.0""";100,4;1
853;"46°5'0.0""";"135°31'25.0""";100,27;1
854;"60°57'0.0""";"149°34'0.0""";99,31;3
855;"43°6'20.0""";"133°0'20.0""";99,53;2
856;"48°32'30.0""";"108°23'0.0""";100,24;1
857;"50°11'0.0""";"107°30'30.0""";100,46;1
858;"62°30'0.0""";"145°4'0.0""";100,26;1
859;"50°37'0.0""";"113°47'0.0""";99,93;1
860;"67°53'0.0""";"-179°19'0.0""";100,55;2
861;"54°53'30.0""";"118°39'0.0""";100;1
862;"44°49'20.0""";"136°0'30.0""";99,31;3
863;"44°31'15.0""";"135°11'0.0""";99,46;3
864;"60°57'0.0""";"150°45'0.0""";99,85;1
865;"47°27'30.0""";"138°19'0.0""";99,64;2
866;"62°35'0.0""";"174°13'0.0""";100,53;2
867;"69°52'0.0""";"171°57'0.0""";99,61;2
868;"64°15'0.0""";"146°35'0.0""";100,53;2
869;"49°59'0.0""";"111°12'0.0""";99,55;2
870;"69°59'0.0""";"141°2'0.0""";100,08;1
871;"51°22'0.0""";"109°31'0.0""";99,61;2
872;"51°1'0.0""";"110°11'0.0""";99,73;2
873;"47°27'48.0""";"138°23'24.0""";100,62;2
874;"49°41'0.0""";"109°47'0.0""";100,55;2
875;"63°37'0.0""";"147°46'0.0""";100,24;1
876;"51°25'0.0""";"134°25'0.0""";100,13;1
877;"69°31'0.0""";"145°15'0.0""";99,94;1
878;"52°43'20.0""";"110°56'30.0""";99,36;3
879;"45°34'0.0""";"108°40'0.0""";100,54;2
880;"49°50'0.0""";"111°50'0.0""";99,83;1
881;"51°11'0.0""";"113°12'0.0""";100,59;2
882;"68°47'0.0""";"142°5'0.0""";99,79;1
883;"62°43'0.0""";"158°14'0.0""";100,11;1
884;"46°19'30.0""";"104°47'10.0""";100,19;1
885;"50°0'0.0""";"110°54'0.0""";99,91;1
886;"50°19'0.0""";"112°47'0.0""";99,41;3
887;"45°13'30.0""";"134°26'0.0""";99,79;1
888;"69°25'0.0""";"149°38'0.0""";99,8;1
889;"53°1'0.0""";"112°41'0.0""";100,24;1
890;"64°30'0.0""";"-173°55'0.0""";99,82;1
891;"69°4'0.0""";"174°12'0.0""";99,79;1
892;"53°15'0.0""";"111°57'25.0""";100,46;1
893;"50°50'0.0""";"108°23'0.0""";100,29;1
894;"51°2'0.0""";"112°30'0.0""";100,17;1
895;"43°48'20.0""";"135°27'25.0""";99,57;2
896;"53°41'30.0""";"115°6'20.0""";100,09;1
897;"53°6'50.0""";"119°7'0.0""";99,88;1
898;"49°42'0.0""";"108°8'0.0""";99,84;1
899;"51°49'0.0""";"113°11'0.0""";100,07;1
900;"54°20'30.0""";"116°32'55.0""";100,33;1
901;"64°23'0.0""";"141°14'0.0""";100,1;1
902;"50°32'0.0""";"108°45'0.0""";100,13;1
903;"51°7'0.0""";"112°7'0.0""";99,85;1
904;"54°3'20.0""";"119°39'30.0""";99,6;2
905;"45°50'0.0""";"137°45'0.0""";99,5;2
906;"53°51'40.0""";"117°39'20.0""";100,06;1
907;"52°52'50.0""";"115°49'0.0""";99,4;3
908;"54°32'25.0""";"116°53'0.0""";100,01;1
909;"64°58'0.0""";"178°28'0.0""";100,03;1
910;"45°48'45.0""";"135°58'0.0""";99,86;1
911;"54°7'0.0""";"117°35'0.0""";99,67;2
912;"44°51'50.0""";"135°46'45.0""";100,28;1
913;"46°50'0.0""";"105°55'0.0""";99,51;2
914;"53°37'0.0""";"118°34'30.0""";100,3;1
915;"60°46'0.0""";"154°58'0.0""";100,64;2
916;"63°35'45.0""";"167°10'30.0""";100,73;2
917;"45°35'0.0""";"135°33'50.0""";100,91;3
918;"67°56'0.0""";"178°7'0.0""";100,22;1
919;"69°22'0.0""";"176°49'0.0""";100,73;2
920;"50°37'40.0""";"104°59'30.0""";100,66;2
921;"69°58'0.0""";"134°6'0.0""";100,48;1
922;"46°8'30.0""";"136°3'0.0""";100,37;1
923;"46°35'0.0""";"135°57'0.0""";100,27;1
924;"43°45'50.0""";"135°26'5.0""";99,59;2
925;"44°27'20.0""";"136°2'15.0""";99,59;2
926;"50°57'0.0""";"113°18'0.0""";99,61;2
927;"44°30'0.0""";"136°5'0.0""";100,02;1
928;"46°21'0.0""";"137°1'0.0""";100,32;1
929;"69°22'0.0""";"176°59'0.0""";100,42;1
930;"64°48'0.0""";"-175°12'0.0""";99,89;1
931;"52°21'0.0""";"112°57'0.0""";99,92;1
932;"43°56'20.0""";"135°30'25.0""";99,82;1
933;"66°29'0.0""";"-172°58'0.0""";100,07;1
934;"54°59'30.0""";"118°1'15.0""";99,77;1
935;"50°3'0.0""";"109°42'0.0""";100,56;2
936;"50°2'0.0""";"143°4'45.0""";99,76;1
937;"45°35'0.0""";"135°25'25.0""";100,47;1
938;"47°29'18.0""";"138°2'0.0""";100,38;1
939;"45°33'0.0""";"136°56'30.0""";99,26;3
940;"48°5'0.0""";"109°42'0.0""";99,52;2
941;"47°14'20.0""";"137°50'40.0""";99,59;2
942;"69°48'0.0""";"171°52'0.0""";99,49;3
943;"53°42'20.0""";"115°9'0.0""";100,45;1
944;"43°56'20.0""";"135°30'25.0""";100,06;1
945;"51°9'0.0""";"113°18'0.0""";100,39;1
946;"43°47'45.0""";"135°26'40.0""";99,77;1
947;"54°6'40.0""";"116°25'45.0""";100,07;1
948;"61°22'0.0""";"151°47'0.0""";100,27;1
949;"61°21'0.0""";"146°2'0.0""";100,23;1
950;"68°23'0.0""";"179°38'0.0""";100,59;2
951;"47°41'30.0""";"108°27'0.0""";100,09;1
952;"66°18'0.0""";"-172°36'0.0""";100,39;1
953;"60°7'0.0""";"145°20'0.0""";100,17;1
954;"66°12'0.0""";"140°13'0.0""";100,19;1
955;"53°36'0.0""";"113°28'0.0""";99,82;1
956;"45°33'10.0""";"135°26'45.0""";100,33;1
957;"67°57'0.0""";"177°30'0.0""";99,77;1
958;"63°28'0.0""";"176°46'0.0""";99,35;3
959;"50°12'0.0""";"107°28'10.0""";99,77;1
960;"52°12'0.0""";"110°19'20.0""";100,2;1
961;"54°2'20.0""";"119°9'0.0""";100,21;1
962;"53°54'50.0""";"115°34'30.0""";99,43;3
963;"63°36'0.0""";"164°50'0.0""";99,61;2
964;"49°10'0.0""";"138°5'0.0""";99,88;1
965;"68°20'0.0""";"140°10'0.0""";100,54;2
966;"65°20'0.0""";"135°22'0.0""";99,96;1
967;"52°9'30.0""";"114°30'30.0""";100,44;1
968;"65°11'0.0""";"145°20'0.0""";99,47;3
969;"50°32'0.0""";"111°18'0.0""";99,73;2
970;"49°57'0.0""";"109°32'0.0""";100,08;1
971;"60°52'0.0""";"153°41'0.0""";100,42;1
972;"53°44'10.0""";"115°15'0.0""";100,12;1
973;"44°29'5.0""";"136°7'20.0""";99,76;1
974;"50°19'45.0""";"102°57'15.0""";100,06;1
975;"68°2'0.0""";"177°49'0.0""";99,75;1
976;"69°58'0.0""";"134°6'0.0""";100,26;1
977;"67°55'0.0""";"178°3'0.0""";100,48;1
978;"44°40'0.0""";"135°48'35.0""";100,22;1
979;"62°39'0.0""";"175°14'0.0""";100,49;1
980;"56°33'0.0""";"137°12'0.0""";99,8;1
981;"62°38'0.0""";"155°52'0.0""";100,36;1
982;"47°27'30.0""";"138°19'0.0""";100,43;1
983;"60°49'0.0""";"154°19'0.0""";100,07;1
984;"67°47'0.0""";"177°56'54.0""";99,95;1
985;"68°39'0.0""";"137°50'0.0""";100,55;2
986;"50°9'0.0""";"109°52'0.0""";99,94;1
987;"62°39'0.0""";"155°41'0.0""";100,88;3
988;"49°33'0.0""";"108°50'0.0""";99,92;1
989;"51°8'0.0""";"112°57'0.0""";99,77;1
990;"50°56'0.0""";"113°18'0.0""";100,08;1
991;"69°3'0.0""";"174°10'0.0""";100,38;1
992;"50°45'0.0""";"136°13'0.0""";99,66;2
993;"46°55'30.0""";"134°55'0.0""";100,32;1
994;"49°41'0.0""";"109°46'0.0""";99,95;1
995;"68°10'0.0""";"-179°45'0.0""";100,49;1
996;"62°35'0.0""";"155°40'0.0""";99,85;1
997;"62°2'0.0""";"152°18'0.0""";100,45;1
