;Latitude;Longitude;sum;uncert
4455;"49°55'0.0""";"112°28'0.0""";99,72;2
4456;"52°21'35.0""";"115°30'0.0""";100,16;1
4457;"53°12'0.0""";"117°3'0.0""";99,46;3
4458;"47°23'6.0""";"138°8'0.0""";99,76;1
4459;"64°18'0.0""";"163°40'0.0""";99,63;2
4460;"44°18'7.0""";"135°43'35.0""";99,24;3
4461;"57°20'0.0""";"139°0'0.0""";99,86;1
4462;"63°8'57.0""";"166°20'33.0""";99,61;2
4463;"48°51'0.0""";"139°45'0.0""";99,81;1
4464;"63°34'0.0""";"175°35'0.0""";100,33;1
4465;"47°49'35.0""";"133°8'45.0""";100,89;3
4466;"62°21'0.0""";"140°23'0.0""";100,45;1
4467;"64°17'0.0""";"164°22'30.0""";99,89;1
4468;"61°45'0.0""";"164°56'0.0""";99,52;2
4469;"44°30'45.0""";"136°9'40.0""";99,74;2
4470;"66°17'0.0""";"165°22'0.0""";99,83;1
4471;"59°58'0.0""";"141°3'0.0""";99,82;1
4472;"62°23'0.0""";"148°15'0.0""";99,25;3
4473;"69°36'0.0""";"151°38'0.0""";100,47;1
4474;"52°25'10.0""";"115°26'27.0""";100,09;1
4475;"44°31'20.0""";"136°10'45.0""";99,78;1
4476;"62°21'0.0""";"140°23'0.0""";100,59;2
4477;"66°52'0.0""";"157°51'0.0""";99,85;1
4478;"68°0'0.0""";"179°45'0.0""";100,19;1
4479;"44°32'30.0""";"135°42'10.0""";99,82;1
4480;"65°10'0.0""";"145°55'0.0""";100,07;1
4481;"50°21'0.0""";"136°15'0.0""";100,08;1
4482;"67°42'0.0""";"178°19'0.0""";99,42;3
4483;"53°32'30.0""";"119°37'30.0""";100,17;1
4484;"55°33'0.0""";"124°8'0.0""";100,22;1
4485;"52°40'30.0""";"116°56'10.0""";100,26;1
4486;"62°21'0.0""";"140°23'0.0""";100,14;1
4487;"47°21'18.0""";"138°27'12.0""";99,82;1
4488;"58°6'0.0""";"138°10'0.0""";100,25;1
4489;"46°48'0.0""";"134°16'0.0""";100,09;1
4490;"53°45'10.0""";"117°35'20.0""";100,23;1
4491;"67°43'0.0""";"179°9'0.0""";100,41;1
4492;"69°24'0.0""";"138°10'0.0""";100,42;1
4493;"51°10'0.0""";"112°47'0.0""";99,71;2
4494;"69°30'0.0""";"149°30'0.0""";99,82;1
4495;"68°7'0.0""";"136°27'0.0""";100,55;2
4496;"45°46'30.0""";"136°29'25.0""";100,02;1
4497;"47°42'30.0""";"138°20'20.0""";99,69;2
4498;"44°16'0.0""";"132°47'0.0""";99,88;1
4499;"60°27'30.0""";"142°0'10.0""";100,29;1
4500;"63°4'0.0""";"139°11'0.0""";100,7;2
4501;"53°10'15.0""";"119°20'30.0""";100,15;1
4502;"54°41'0.0""";"122°40'0.0""";100,14;1
4503;"52°48'30.0""";"116°52'0.0""";100,56;2
4504;"44°28'30.0""";"136°5'50.0""";99,64;2
4505;"44°16'39.0""";"134°37'44.0""";100,22;1
4506;"52°38'0.0""";"139°38'0.0""";100,16;1
4507;"54°29'40.0""";"119°7'45.0""";99,7;2
4508;"46°10'56.0""";"135°49'10.0""";100,34;1
4509;"63°50'42.0""";"166°30'0.0""";100,52;2
4510;"72°44'0.0""";"140°45'0.0""";100,53;2
4511;"51°44'0.0""";"113°21'0.0""";99,67;2
4512;"69°36'0.0""";"151°32'0.0""";100,07;1
4513;"47°11'30.0""";"137°29'20.0""";100,36;1
4514;"70°16'0.0""";"140°5'0.0""";100,06;1
