;Latitude;Longitude;QAPF
3565;"62ø48'0.0""";"139ø25'0.0""";quartz monzonite
3566;"69ø40'0.0""";"170ø20'0.0""";monzo granite
3567;"68ø35'0.0""";"155ø25'0.0""";quartz monzonite
3568;"63ø50'0.0""";"142ø56'0.0""";granodiorite
3569;"42ø42'27.0""";"133ø3'56.0""";monzo granite
3570;"53ø50'0.0""";"124ø14'0.0""";monzo granite
3571;"55ø10'0.0""";"128ø15'0.0""";monzo granite
3572;"61ø56'0.0""";"140ø17'0.0""";quartz monzonite
3573;"62ø31'0.0""";"151ø45'0.0""";monzo granite
3574;"62ø48'0.0""";"139ø25'0.0""";quartz monzonite
3575;"65ø28'0.0""";"167ø17'0.0""";granodiorite
3576;"43ø56'0.0""";"135ø28'0.0""";monzo granite
3577;"49ø21'0.0""";"111ø6'0.0""";monzo granite
3578;"49ø41'0.0""";"112ø18'0.0""";monzo granite
3579;"69ø40'0.0""";"170ø25'0.0""";monzo granite
3580;"62ø21'0.0""";"155ø50'0.0""";monzo granite
3581;"52ø52'0.0""";"139ø2'0.0""";granodiorite
3582;"69ø42'0.0""";"141ø40'0.0""";monzo granite
3583;"66ø54'0.0""";"157ø42'0.0""";monzo granite
3584;"50ø31'0.0""";"112ø26'0.0""";monzo granite
3585;"61ø19'0.0""";"148ø21'0.0""";granodiorite
3586;"63ø41'0.0""";"144ø10'0.0""";monzo granite
3587;"62ø29'0.0""";"145ø5'0.0""";tonalite
3588;"66ø57'0.0""";"171ø46'0.0""WW";granodiorite
3589;"46ø21'40.0""";"134ø12'0.0""";monzo granite
3590;"62ø32'0.0""";"155ø26'0.0""";granodiorite
3591;"69ø36'0.0""";"170ø11'0.0""";monzo granite
3592;"50ø14'0.0""";"112ø49'0.0""";monzo granite
3593;"50ø20'0.0""";"108ø45'0.0""";granodiorite
3594;"66ø14'0.0""";"139ø27'0.0""";monzo granite
3595;"59ø49'0.0""";"139ø36'0.0""";"quartz monzodiorite
quartz monzogabbro"
3596;"62ø48'0.0""";"139ø25'0.0""";quartz monzonite
3597;"47ø25'51.0""";"138ø41'26.0""";monzo granite
3598;"64ø49'0.0""";"135ø11'0.0""";granodiorite
3599;"50ø19'0.0""";"112ø37'0.0""";monzo granite
3600;"49ø35'0.0""";"109ø45'0.0""";monzo granite
3601;"66ø8'0.0""";"139ø45'0.0""";monzo granite
3602;"47ø54'40.0""";"137ø31'25.0""";monzo granite
3603;"69ø4'0.0""";"165ø10'0.0""";quartz monzonite
3604;"69ø25'0.0""";"149ø32'0.0""";monzo granite
3605;"68ø3'0.0""";"164ø18'0.0""";monzo granite
3606;"50ø15'0.0""";"112ø48'0.0""";monzo granite
3607;"54ø19'30.0""";"119ø35'10.0""";quartz monzonite
3608;"54ø5'20.0""";"119ø46'30.0""";quartz monzonite
3609;"52ø41'15.0""";"110ø15'0.0""";monzonite
3610;"52ø57'20.0""";"110ø12'20.0""";quartz monzonite
3611;"63ø56'0.0""";"144ø4'0.0""";monzo granite
3612;"51ø42'50.0""";"107ø41'0.0""";quartz monzonite
3613;"51ø18'0.0""";"113ø32'0.0""";monzo granite
3614;"54ø17'0.0""";"139ø47'0.0""";monzo granite
3615;"67ø21'6.0""";"176ø28'30.0""";granodiorite
3616;"53ø44'40.0""";"115ø15'10.0""";quartz monzonite
3617;"46ø55'35.0""";"137ø10'20.0""";monzo granite
3618;"67ø31'0.0""";"166ø49'0.0""";granodiorite
3619;"51ø11'0.0""";"113ø23'0.0""";monzo granite
3620;"50ø56'0.0""";"113ø18'0.0""";granodiorite
3621;"53ø43'20.0""";"115ø16'10.0""";quartz monzonite
3622;"45ø3'55.0""";"135ø22'10.0""";granodiorite
3623;"66ø47'0.0""";"157ø51'0.0""";monzo granite
3624;"51ø3'0.0""";"133ø45'0.0""";granodiorite
3625;"69ø22'0.0""";"149ø45'0.0""";monzo granite
3626;"46ø18'45.0""";"135ø43'0.0""";monzo granite
3627;"58ø15'0.0""";"138ø11'0.0""";monzo granite
3628;"67ø46'0.0""";"167ø57'0.0""";monzo granite
3629;"49ø39'0.0""";"112ø11'0.0""";granodiorite
3630;"56ø20'0.0""";"118ø16'20.0""";monzo granite
3631;"44ø34'55.0""";"136ø12'50.0""";granodiorite
3632;"69ø19'0.0""";"173ø25'0.0""";monzo granite
3633;"46ø40'30.0""";"143ø29'50.0""";monzo granite
3634;"69ø39'0.0""";"170ø19'0.0""";monzo granite
3635;"65ø18'0.0""";"169ø43'0.0""";granodiorite
3636;"52ø1'0.0""";"112ø39'0.0""";quartz monzonite
3637;"53ø7'25.0""";"116ø51'0.0""";granodiorite
3638;"54ø10'20.0""";"119ø57'0.0""";quartz monzonite
3639;"65ø8'0.0""";"134ø53'0.0""";monzo granite
3640;"52ø12'40.0""";"115ø5'30.0""";monzo granite
3641;"62ø36'0.0""";"150ø59'0.0""";monzo granite
3642;"62ø37'0.0""";"150ø49'0.0""";monzo granite
3643;"54ø52'0.0""";"157ø4'0.0""";granodiorite
3644;"52ø25'0.0""";"134ø25'0.0""";granodiorite
3645;"67ø50'42.0""";"176ø47'48.0""";granodiorite
3646;"65ø42'0.0""";"170ø16'0.0""";granodiorite
3647;"52ø44'0.0""";"136ø3'0.0""";monzo granite
3648;"47ø22'30.0""";"138ø12'12.0""";granodiorite
3649;"55ø38'0.0""";"132ø59'0.0""";granodiorite
3650;"47ø6'13.0""";"137ø1'52.0""";monzo granite
3651;"46ø2'0.0""";"143ø24'25.0""";monzo granite
3652;"60ø36'0.0""";"138ø31'0.0""";monzo granite
3653;"65ø1'0.0""";"134ø28'0.0""";monzo granite
3654;"50ø19'0.0""";"112ø37'0.0""";granodiorite
3655;"62ø48'0.0""";"139ø25'0.0""";quartz monzonite
3656;"46ø24'15.0""";"135ø52'35.0""";monzo granite
3657;"73ø40'0.0""";"141ø34'0.0""";monzo granite
3658;"46ø45'10.0""";"137ø14'45.0""";monzo granite
3659;"50ø7'0.0""";"109ø47'0.0""";quartz monzonite
3660;"54ø35'20.0""";"117ø22'0.0""";quartz monzonite
3661;"47ø17'0.0""";"134ø48'0.0""";granodiorite
3662;"56ø33'0.0""";"137ø9'0.0""";granodiorite
3663;"54ø7'20.0""";"117ø54'30.0""";monzo granite
3664;"66ø5'0.0""";"166ø47'0.0""";"quartz monzodiorite
quartz monzogabbro"
3665;"67ø15'0.0""";"158ø12'0.0""";"quartz monzodiorite
quartz monzogabbro"
3666;"44ø17'27.0""";"134ø37'27.0""";monzo granite
3667;"63ø8'0.0""";"158ø12'0.0""";monzo granite
3668;"45ø8'10.0""";"134ø39'45.0""";monzo granite
3669;"69ø46'0.0""";"140ø40'0.0""";monzo granite
3670;"61ø53'0.0""";"147ø31'0.0""";granodiorite
3671;"63ø46'0.0""";"175ø35'0.0""";tonalite
3672;"53ø42'30.0""";"113ø6'30.0""";quartz monzonite
3673;"53ø57'20.0""";"115ø35'0.0""";granodiorite
3674;"64ø45'17.0""";"167ø0'51.0""";granodiorite
3675;"69ø39'0.0""";"162ø35'0.0""";monzo granite
3676;"65ø2'0.0""";"135ø12'0.0""";monzo granite
3677;"49ø30'0.0""";"110ø59'0.0""";"quartz monzodiorite
quartz monzogabbro"
3678;"72ø9'0.0""";"140ø50'0.0""";granodiorite
3679;"47ø50'0.0""";"136ø4'0.0""";granodiorite
3680;"47ø17'0.0""";"135ø8'0.0""";monzo granite
3681;"51ø20'0.0""";"113ø36'0.0""";monzo granite
3682;"49ø35'0.0""";"112ø22'0.0""";granodiorite
3683;"52ø46'0.0""";"118ø33'50.0""";monzo granite
3684;"65ø8'0.0""";"134ø55'0.0""";monzo granite
3685;"59ø8'0.0""";"152ø36'0.0""";granodiorite
3686;"59ø7'0.0""";"151ø26'0.0""";granodiorite
3687;"62ø5'0.0""";"139ø36'0.0""";quartz monzonite
3688;"62ø55'0.0""";"147ø56'0.0""";granodiorite
3689;"72ø20'0.0""";"141ø15'0.0""";monzo granite
3690;"72ø45'0.0""";"141ø18'0.0""";granodiorite
3691;"73ø22'0.0""";"142ø5'0.0""";granodiorite
3692;"44ø38'10.0""";"134ø27'30.0""";quartz monzonite
3693;"67ø16'0.0""";"166ø7'0.0""";monzo granite
3694;"62ø5'0.0""";"139ø28'0.0""";quartz monzonite
3695;"62ø29'0.0""";"149ø6'0.0""";monzo granite
3696;"49ø38'0.0""";"111ø3'0.0""";quartz monzonite
3697;"52ø50'0.0""";"140ø54'0.0""";monzo granite
3698;"53ø31'0.0""";"118ø49'30.0""";quartz monzonite
3699;"69ø46'0.0""";"140ø36'0.0""";monzo granite
3700;"52ø44'30.0""";"110ø51'45.0""";quartz monzonite
3701;"61ø12'0.0""";"145ø18'0.0""";monzo granite
3702;"53ø56'20.0""";"116ø15'40.0""";"quartz monzodiorite
quartz monzogabbro"
3703;"45ø35'0.0""";"135ø22'0.0""";granodiorite
3704;"51ø20'0.0""";"111ø0'0.0""";"quartz monzodiorite
quartz monzogabbro"
3705;"55ø5'40.0""";"118ø27'0.0""";quartz monzonite
3706;"65ø7'0.0""";"134ø5'0.0""";granodiorite
3707;"60ø36'0.0""";"138ø37'0.0""";monzo granite
3708;"43ø48'30.0""";"135ø27'40.0""";"quartz monzodiorite
quartz monzogabbro"
3709;"54ø0'0.0""";"139ø32'0.0""";monzo granite
3710;"63ø10'28.0""";"166ø0'10.0""";granodiorite
3711;"46ø59'0.0""";"137ø18'0.0""";granodiorite
3712;"45ø34'55.0""";"134ø48'32.0""";quartz monzonite
3713;"64ø0'10.0""";"165ø0'25.0""";quartz monzonite
3714;"69ø38'0.0""";"170ø55'0.0""";quartz monzonite
3715;"63ø41'0.0""";"143ø5'0.0""";quartz monzonite
3716;"61ø56'0.0""";"147ø54'0.0""";monzo granite
3717;"66ø16'0.0""";"177ø21'0.0""";granodiorite
3718;"53ø1'0.0""";"135ø22'0.0""";granodiorite
3719;"61ø22'0.0""";"150ø6'0.0""";granodiorite
3720;"56ø37'0.0""";"136ø47'0.0""";"quartz monzodiorite
quartz monzogabbro"
3721;"50ø16'0.0""";"112ø34'0.0""";quartz monzonite
3722;"59ø24'0.0""";"142ø20'0.0""";granodiorite
3723;"66ø38'0.0""";"133ø50'0.0""";monzo granite
3724;"52ø55'0.0""";"139ø6'0.0""";granodiorite
3725;"59ø26'0.0""";"141ø58'0.0""";granodiorite
3726;"55ø20'5.0""";"117ø46'55.0""";quartz monzonite
3727;"46ø10'45.0""";"136ø8'50.0""";granodiorite
3728;"47ø12'40.0""";"137ø18'0.0""";granodiorite
3729;"53ø0'30.0""";"115ø12'50.0""";"quartz monzodiorite
quartz monzogabbro"
3730;"48ø19'0.0""";"138ø59'0.0""";monzo granite
3731;"64ø43'0.0""";"172ø30'0.0""WW";monzo granite
3732;"51ø18'0.0""";"113ø34'0.0""";monzo granite
3733;"61ø41'0.0""";"150ø31'0.0""";monzo granite
3734;"67ø10'0.0""";"165ø50'0.0""";granodiorite
3735;"53ø5'0.0""";"139ø2'0.0""";granodiorite
3736;"44ø17'25.0""";"135ø48'17.0""";monzo granite
3737;"72ø9'0.0""";"140ø59'0.0""";monzo granite
3738;"67ø15'0.0""";"158ø10'0.0""";granodiorite
3739;"49ø39'0.0""";"112ø11'0.0""";granodiorite
3740;"69ø39'0.0""";"170ø20'0.0""";monzo granite
3741;"60ø27'0.0""";"147ø13'0.0""";granodiorite
3742;"68ø8'0.0""";"178ø28'0.0""WW";monzo granite
3743;"63ø25'0.0""";"141ø42'0.0""";granodiorite
3744;"67ø4'0.0""";"156ø36'0.0""";granodiorite
3745;"69ø36'0.0""";"170ø11'0.0""";monzo granite
3746;"51ø47'0.0""";"135ø16'0.0""";granodiorite
3747;"65ø44'0.0""";"167ø36'0.0""";monzo granite
3748;"64ø16'50.0""";"168ø40'19.0""";granodiorite
3749;"69ø36'0.0""";"136ø55'0.0""";granodiorite
3750;"63ø23'0.0""";"141ø33'0.0""";granodiorite
3751;"44ø29'15.0""";"136ø7'10.0""";granodiorite
3752;"51ø15'0.0""";"112ø5'0.0""";quartz monzonite
3753;"51ø2'0.0""";"113ø18'0.0""";granodiorite
3754;"69ø48'0.0""";"150ø45'0.0""";granodiorite
3755;"51ø11'0.0""";"112ø51'0.0""";monzo granite
3756;"44ø28'30.0""";"134ø46'10.0""";quartz monzonite
3757;"66ø45'0.0""";"178ø30'0.0""WW";monzo granite
3758;"69ø28'0.0""";"143ø18'0.0""";monzo granite
3759;"62ø54'0.0""";"147ø55'0.0""";monzo granite
3760;"53ø31'50.0""";"119ø22'25.0""";quartz monzonite
3761;"69ø11'0.0""";"143ø5'0.0""";monzo granite
3762;"63ø41'0.0""";"157ø50'0.0""";quartz monzonite
3763;"50ø56'0.0""";"113ø19'0.0""";granodiorite
3764;"52ø41'20.0""";"110ø16'35.0""";quartz monzonite
3765;"51ø51'40.0""";"110ø39'0.0""";quartz monzonite
3766;"52ø35'0.0""";"114ø13'30.0""";quartz monzonite
3767;"49ø31'0.0""";"109ø5'0.0""";quartz monzonite
3768;"53ø56'25.0""";"116ø17'15.0""";"quartz monzodiorite
quartz monzogabbro"
3769;"64ø10'0.0""";"167ø16'0.0""";quartz monzonite
3770;"69ø35'0.0""";"149ø37'0.0""";monzo granite
3771;"47ø27'0.0""";"138ø43'0.0""";monzo granite
3772;"54ø12'40.0""";"119ø57'0.0""";quartz monzonite
3773;"67ø10'0.0""";"165ø48'0.0""";granodiorite
3774;"46ø20'0.0""";"136ø57'20.0""";monzo granite
3775;"52ø26'30.0""";"115ø21'50.0""";monzo granite
3776;"52ø24'20.0""";"115ø20'0.0""";granodiorite
3777;"46ø42'30.0""";"137ø35'30.0""";granodiorite
3778;"62ø5'0.0""";"134ø28'0.0""";"quartz monzodiorite
quartz monzogabbro"
3779;"49ø26'0.0""";"111ø0'0.0""";granodiorite
3780;"52ø15'0.0""";"112ø55'0.0""";quartz monzonite
3781;"49ø52'0.0""";"110ø26'0.0""";monzo granite
3782;"69ø26'0.0""";"145ø32'0.0""";monzo granite
3783;"62ø6'0.0""";"142ø12'0.0""";monzo granite
3784;"52ø54'40.0""";"114ø2'40.0""";quartz monzonite
3785;"52ø42'0.0""";"133ø52'0.0""";granodiorite
3786;"53ø22'40.0""";"118ø59'55.0""";"quartz monzodiorite
quartz monzogabbro"
3787;"53ø57'20.0""";"115ø35'0.0""";granodiorite
3788;"53ø4'0.0""";"136ø4'0.0""";granodiorite
3789;"63ø41'0.0""";"157ø55'0.0""";quartz monzonite
3790;"53ø24'0.0""";"125ø16'0.0""";granodiorite
3791;"49ø15'0.0""";"138ø10'0.0""";monzo granite
3792;"61ø16'0.0""";"144ø59'0.0""";granodiorite
3793;"43ø42'5.0""";"135ø16'20.0""";monzo granite
3794;"50ø7'0.0""";"112ø45'0.0""";monzo granite
3795;"52ø34'20.0""";"118ø14'10.0""";granodiorite
3796;"44ø25'0.0""";"132ø56'20.0""";granodiorite
3797;"45ø2'25.0""";"135ø19'15.0""";granodiorite
3798;"69ø39'0.0""";"170ø19'0.0""";monzo granite
3799;"61ø4'0.0""";"150ø12'0.0""";granodiorite
3800;"69ø36'0.0""";"151ø25'0.0""";monzo granite
3801;"51ø8'0.0""";"112ø9'0.0""";granodiorite
3802;"64ø51'0.0""";"135ø22'0.0""";granodiorite
3803;"63ø6'0.0""";"155ø11'0.0""";granodiorite
3804;"64ø22'0.0""";"173ø37'0.0""WW";granodiorite
3805;"63ø27'0.0""";"141ø47'0.0""";monzo granite
3806;"52ø19'0.0""";"112ø51'0.0""";quartz monzonite
3807;"50ø54'0.0""";"135ø48'0.0""";granodiorite
3808;"44ø34'45.0""";"136ø12'30.0""";monzo granite
3809;"69ø36'0.0""";"170ø11'0.0""";granodiorite
3810;"63ø19'35.0""";"163ø50'20.0""";monzo granite
3811;"55ø14'0.0""";"126ø56'0.0""";quartz monzonite
3812;"69ø23'0.0""";"177ø10'0.0""";quartz monzonite
3813;"64ø15'0.0""";"164ø32'30.0""";granodiorite
3814;"68ø43'0.0""";"169ø22'0.0""";monzo granite
3815;"69ø32'0.0""";"145ø38'0.0""";monzo granite
3816;"67ø5'45.0""";"149ø35'10.0""";"quartz monzodiorite
quartz monzogabbro"
3817;"44ø22'20.0""";"134ø46'30.0""";granodiorite
3818;"52ø26'25.0""";"115ø21'25.0""";monzo granite
3819;"69ø38'0.0""";"151ø25'0.0""";granodiorite
3820;"52ø51'0.0""";"119ø45'0.0""";granodiorite
3821;"47ø15'0.0""";"138ø41'0.0""";quartz monzonite
3822;"52ø26'55.0""";"115ø24'50.0""";monzo granite
3823;"51ø56'0.0""";"133ø30'0.0""";granodiorite
3824;"69ø20'0.0""";"145ø45'0.0""";monzo granite
3825;"69ø34'0.0""";"149ø35'0.0""";quartz monzonite
3826;"55ø57'0.0""";"122ø38'0.0""";quartz monzonite
3827;"44ø30'40.0""";"136ø11'30.0""";granodiorite
3828;"49ø38'0.0""";"112ø9'0.0""";granodiorite
3829;"72ø6'0.0""";"140ø45'0.0""";monzo granite
3830;"69ø25'0.0""";"138ø39'0.0""";granodiorite
3831;"69ø53'0.0""";"142ø24'0.0""";quartz monzonite
3832;"47ø15'0.0""";"138ø41'0.0""";monzo granite
3833;"66ø37'0.0""";"177ø42'0.0""WW";"quartz monzodiorite
quartz monzogabbro"
3834;"47ø11'45.0""";"137ø52'50.0""";quartz monzonite
3835;"63ø19'0.0""";"155ø13'0.0""";granodiorite
3836;"67ø40'0.0""";"178ø30'0.0""WW";monzo granite
3837;"66ø29'0.0""";"175ø27'0.0""WW";monzo granite
3838;"64ø50'0.0""";"135ø26'0.0""";granodiorite
3839;"52ø15'0.0""";"112ø59'0.0""";quartz monzonite
3840;"62ø9'0.0""";"139ø17'0.0""";quartz monzonite
3841;"65ø48'0.0""";"135ø18'0.0""";monzo granite
3842;"44ø22'55.0""";"134ø22'13.0""";quartz monzonite
3843;"63ø6'0.0""";"155ø9'0.0""";monzo granite
3844;"62ø5'0.0""";"139ø23'0.0""";quartz monzonite
3845;"54ø2'40.0""";"117ø47'0.0""";quartz monzonite
3846;"65ø8'0.0""";"134ø53'0.0""";monzo granite
3847;"63ø39'0.0""";"142ø57'25.0""";granodiorite
3848;"50ø12'0.0""";"112ø46'0.0""";monzo granite
3849;"50ø28'0.0""";"112ø53'0.0""";granodiorite
3850;"44ø17'30.0""";"135ø48'10.0""";monzo granite
3851;"72ø8'0.0""";"140ø51'0.0""";granodiorite
3852;"49ø54'0.0""";"112ø55'0.0""";granodiorite
3853;"42ø40'40.0""";"133ø2'36.0""";monzo granite
3854;"66ø2'0.0""";"142ø27'0.0""";monzo granite
3855;"52ø18'0.0""";"112ø53'0.0""";quartz monzonite
3856;"69ø35'0.0""";"150ø20'0.0""";quartz monzonite
3857;"46ø56'3.0""";"137ø4'5.0""";monzo granite
3858;"65ø30'0.0""";"167ø19'0.0""";monzo granite
3859;"66ø40'0.0""";"135ø45'0.0""";quartz monzonite
3860;"43ø52'0.0""";"135ø8'0.0""";monzo granite
3861;"62ø44'0.0""";"155ø31'0.0""";monzo granite
3862;"47ø29'54.0""";"138ø14'58.0""";granodiorite
3863;"59ø37'0.0""";"144ø24'0.0""";granodiorite
3864;"62ø21'15.0""";"155ø56'0.0""";granodiorite
3865;"45ø1'46.0""";"134ø14'35.0""";monzo granite
3866;"54ø5'0.0""";"117ø46'10.0""";monzo granite
3867;"65ø40'0.0""";"161ø5'0.0""";quartz monzonite
3868;"45ø32'51.0""";"136ø56'40.0""";"quartz monzodiorite
quartz monzogabbro"
3869;"69ø42'0.0""";"110ø27'0.0""";monzo granite
3870;"66ø51'0.0""";"157ø44'0.0""";granodiorite
3871;"69ø47'0.0""";"142ø10'0.0""";monzo granite
3872;"65ø10'0.0""";"179ø38'0.0""WW";granodiorite
3873;"43ø57'40.0""";"135ø27'40.0""";"quartz monzodiorite
quartz monzogabbro"
3874;"44ø30'40.0""";"134ø45'20.0""";quartz monzonite
3875;"47ø12'0.0""";"137ø27'36.0""";monzo granite
3876;"45ø50'0.0""";"137ø43'0.0""";monzo granite
3877;"50ø55'0.0""";"113ø18'0.0""";granodiorite
3878;"46ø50'25.0""";"136ø57'15.0""";monzo granite
3879;"66ø30'0.0""";"178ø15'0.0""WW";granodiorite
3880;"63ø34'0.0""";"144ø54'0.0""";monzo granite
3881;"49ø59'0.0""";"111ø28'0.0""";granodiorite
3882;"62ø3'0.0""";"140ø31'0.0""";monzo granite
3883;"49ø30'0.0""";"110ø47'0.0""";granodiorite
3884;"69ø46'0.0""";"141ø49'0.0""";quartz monzonite
3885;"43ø5'50.0""";"132ø47'50.0""";granodiorite
3886;"50ø5'0.0""";"109ø53'0.0""";quartz monzonite
3887;"65ø33'42.0""";"179ø54'18.0""";granodiorite
3888;"67ø2'0.0""";"149ø21'0.0""";granodiorite
3889;"63ø18'0.0""";"155ø16'0.0""";granodiorite
3890;"62ø36'0.0""";"159ø42'0.0""";monzo granite
3891;"62ø5'0.0""";"139ø28'0.0""";monzo granite
3892;"53ø53'50.0""";"115ø39'0.0""";quartz monzonite
3893;"54ø2'0.0""";"134ø54'0.0""";granodiorite
3894;"50ø39'0.0""";"136ø25'0.0""";granodiorite
3895;"47ø10'30.0""";"136ø42'0.0""";monzo granite
3896;"55ø28'0.0""";"118ø46'40.0""";quartz monzonite
3897;"43ø48'35.0""";"135ø27'35.0""";monzo granite
3898;"69ø36'0.0""";"170ø11'0.0""";monzo granite
3899;"52ø28'0.0""";"133ø58'0.0""";granodiorite
3900;"62ø48'0.0""";"139ø25'0.0""";"quartz monzodiorite
quartz monzogabbro"
3901;"69ø39'0.0""";"170ø13'0.0""";monzo granite
3902;"50ø5'0.0""";"109ø51'0.0""";quartz monzonite
3903;"66ø12'0.0""";"166ø11'0.0""";granodiorite
3904;"49ø38'0.0""";"112ø9'0.0""";granodiorite
3905;"44ø18'25.0""";"137ø11'30.0""";granodiorite
3906;"63ø29'0.0""";"144ø10'0.0""";monzo granite
3907;"54ø10'35.0""";"116ø16'30.0""";quartz monzonite
3908;"60ø27'0.0""";"151ø40'0.0""";granodiorite
3909;"46ø56'0.0""";"137ø10'0.0""";monzo granite
3910;"62ø48'0.0""";"139ø25'0.0""";"quartz monzodiorite
quartz monzogabbro"
3911;"43ø52'0.0""";"135ø8'0.0""";granodiorite
3912;"49ø32'0.0""";"109ø33'0.0""";"quartz monzodiorite
quartz monzogabbro"
3913;"50ø14'0.0""";"110ø5'0.0""";granodiorite
3914;"51ø19'0.0""";"109ø21'0.0""";monzo granite
3915;"62ø9'0.0""";"139ø17'0.0""";quartz monzonite
3916;"52ø36'0.0""";"135ø49'0.0""";monzo granite
3917;"64ø52'0.0""";"178ø12'0.0""";granodiorite
3918;"62ø5'0.0""";"139ø28'0.0""";quartz monzonite
3919;"53ø30'0.0""";"157ø18'0.0""";granodiorite
3920;"47ø7'0.0""";"137ø21'30.0""";granodiorite
3921;"53ø3'0.0""";"139ø3'0.0""";granodiorite
3922;"46ø30'12.0""";"135ø53'25.0""";monzo granite
3923;"43ø11'17.0""";"133ø4'50.0""";granodiorite
3924;"63ø19'50.0""";"163ø49'10.0""";granodiorite
3925;"66ø2'0.0""";"142ø14'0.0""";granodiorite
3926;"67ø55'0.0""";"179ø19'0.0""";quartz monzonite
3927;"67ø48'0.0""";"178ø38'0.0""WW";quartz monzonite
3928;"50ø46'0.0""";"136ø35'0.0""";granodiorite
3929;"55ø58'0.0""";"131ø34'0.0""";granodiorite
3930;"53ø5'0.0""";"140ø0'0.0""";granodiorite
3931;"66ø5'0.0""";"133ø26'0.0""";granodiorite
3932;"52ø51'10.0""";"119ø45'0.0""";"quartz monzodiorite
quartz monzogabbro"
3933;"47ø23'48.0""";"138ø3'6.0""";monzo granite
3934;"66ø20'0.0""";"134ø31'0.0""";granodiorite
3935;"66ø32'0.0""";"166ø30'0.0""";granodiorite
3936;"63ø29'55.0""";"167ø1'30.0""";granodiorite
3937;"46ø48'0.0""";"134ø16'0.0""";quartz monzonite
3938;"44ø28'35.0""";"134ø45'50.0""";quartz monzonite
3939;"67ø41'0.0""";"179ø14'0.0""";quartz monzonite
3940;"60ø25'0.0""";"147ø12'0.0""";granodiorite
3941;"45ø31'35.0""";"135ø30'25.0""";granodiorite
3942;"64ø29'0.0""";"143ø30'0.0""";monzo granite
3943;"69ø50'0.0""";"142ø20'0.0""";monzo granite
3944;"68ø50'0.0""";"172ø42'0.0""";monzo granite
3945;"66ø24'0.0""";"138ø32'0.0""";granodiorite
3946;"50ø56'0.0""";"113ø17'0.0""";monzo granite
3947;"53ø21'45.0""";"119ø6'0.0""";granodiorite
3948;"65ø13'0.0""";"175ø11'0.0""WW";monzo granite
3949;"48ø11'35.0""";"137ø55'50.0""";monzo granite
3950;"69ø34'0.0""";"140ø44'0.0""";granodiorite
3951;"69ø27'0.0""";"142ø10'0.0""";granodiorite
3952;"52ø31'40.0""";"114ø2'0.0""";quartz monzonite
3953;"50ø15'0.0""";"112ø23'0.0""";monzo granite
3954;"62ø41'0.0""";"158ø40'0.0""";monzo granite
3955;"55ø35'30.0""";"117ø47'0.0""";quartz monzonite
3956;"46ø24'50.0""";"135ø49'50.0""";monzo granite
3957;"51ø37'0.0""";"135ø43'0.0""";monzo granite
3958;"66ø11'0.0""";"129ø33'0.0""";quartz monzonite
3959;"67ø55'0.0""";"178ø17'0.0""WW";quartz monzonite
3960;"62ø5'0.0""";"139ø28'0.0""";"quartz monzodiorite
quartz monzogabbro"
3961;"46ø12'40.0""";"137ø30'15.0""";granodiorite
3962;"66ø56'0.0""";"157ø50'0.0""";monzo granite
3963;"47ø15'0.0""";"138ø41'0.0""";monzo granite
3964;"53ø39'40.0""";"113ø17'30.0""";quartz monzonite
3965;"60ø42'0.0""";"138ø30'0.0""";"quartz monzodiorite
quartz monzogabbro"
3966;"66ø56'0.0""";"156ø42'0.0""";granodiorite
3967;"63ø36'0.0""";"157ø2'0.0""";granodiorite
3968;"66ø24'0.0""";"138ø35'0.0""";granodiorite
3969;"55ø26'0.0""";"118ø55'30.0""";"quartz monzodiorite
quartz monzogabbro"
3970;"68ø10'0.0""";"164ø49'0.0""";granodiorite
3971;"65ø19'0.0""";"173ø22'0.0""WW";monzo granite
3972;"54ø7'0.0""";"135ø5'0.0""";granodiorite
3973;"45ø28'53.0""";"135ø27'30.0""";tonalite
3974;"69ø40'0.0""";"170ø28'0.0""";monzo granite
3975;"47ø15'50.0""";"138ø46'0.0""";quartz monzonite
3976;"62ø5'0.0""";"139ø28'0.0""";"quartz monzodiorite
quartz monzogabbro"
3977;"52ø51'50.0""";"119ø45'0.0""";granodiorite
3978;"65ø46'0.0""";"170ø56'0.0""WW";"quartz monzodiorite
quartz monzogabbro"
3979;"44ø28'37.0""";"134ø47'30.0""";granodiorite
3980;"64ø52'0.0""";"135ø15'0.0""";granodiorite
3981;"54ø29'0.0""";"137ø50'0.0""";granodiorite
3982;"64ø37'0.0""";"144ø7'0.0""";monzo granite
3983;"64ø6'0.0""";"143ø52'0.0""";monzo granite
3984;"64ø7'0.0""";"143ø48'0.0""";monzo granite
3985;"52ø38'40.0""";"114ø2'20.0""";quartz monzonite
3986;"63ø47'0.0""";"144ø9'0.0""";monzo granite
3987;"52ø19'0.0""";"112ø59'0.0""";quartz monzonite
3988;"64ø13'30.0""";"168ø12'30.0""";granodiorite
3989;"54ø3'0.0""";"134ø57'0.0""";granodiorite
3990;"52ø8'30.0""";"114ø10'50.0""";granodiorite
3991;"69ø33'0.0""";"149ø20'0.0""";quartz monzonite
3992;"62ø11'0.0""";"139ø12'0.0""";quartz monzonite
3993;"54ø11'0.0""";"139ø36'0.0""";quartz monzonite
3994;"52ø57'30.0""";"110ø12'30.0""";quartz monzonite
3995;"64ø22'0.0""";"163ø30'0.0""";"quartz monzodiorite
quartz monzogabbro"
