;Lat_deg;Lat_min;Lat_sec;Long_deg;Long_min;Long_sec;Latitude;Longitude;past_mer;type_granite;time;massif;sampler;others;sampler+year
1570;53;41;30;115;16;30;"53ø41'30.0""";"115ø16'30.0""";;Granite leucocratic;Tr-J;Zimov'e massif;VI.Zhigalova;;V.A.Popeko,1968
1571;46;53;;105;59;;"46ø53'0.0""";"105ø59'0.0""";;Granite;J;Bayan-Baratuin massif;;;U.A.Korchagin,1967
1572;54;57;30;117;40;50;"54ø57'30.0""";"117ø40'50.0""";;Aplite;Tr;;L.E.Fedoseeva;;V.I.Shulika,1967
1573;53;49;30;119;52;;"53ø49'30.0""";"119ø52'0.0""";;Granite-porphyry leucocratic subalkaline;K;;NISerebryakova;;E.I.Nedorya,1966
1574;52;21;;114;55;;"52ø21'0.0""";"114ø55'0.0""";;Granite leucocratic;Tr;;D.MShuster;;Yu.D.Penyagin,1964
1575;53;27;20;116;32;40;"53ø27'20.0""";"116ø32'40.0""";;Granite;Tr;;D.M.Shuster;;Yu.D.Penyagin,1966
1576;51;36;;134;52;;"51ø36'0.0""";"134ø52'0.0""";;Hb-Bt granite;K;;;;V.V.Onikhimovsky,1948
1577;52;53;10;114;4;;"52ø53'10.0""";"114ø4'0.0""";;Granosyenite;Tr;;;;A.A.Matlashov,1969
1578;44;29;40;136;8;30;"44ø29'40.0""";"136ø8'30.0""";;Granite(granophyre);Pg;Mutukhin Oprichnin massif;N.M.Nikitina;;S.A.Korenbaum,1973
1579;50;2;;112;35;;"50ø2'0.0""";"112ø35'0.0""";;Granite-porphyry;J;Kharalgin massif;AI.Fedorova;;N.K.Dmitrochenko,1968
1580;49;33;;112;37;;"49ø33'0.0""";"112ø37'0.0""";;Two mica granite;J;Khalzan massif;L.S.Voronova;;N.K.Dmitrochenko,1964
1581;60;38;;149;32;;"60ø38'0.0""";"149ø32'0.0""";;Granite coarse-grained;K;Seymkan massif;P.I.Levin;Oth:TR-0.20;I.V.Mariich,1949
1582;49;50;;110;2;;"49ø50'0.0""";"110ø2'0.0""";;Bt granite porphyraceous;Tr;Chikokon massif;N.I.Serebryakova;;V.P.Krasnov,1961
1583;53;2;20;119;3;40;"53ø2'20.0""";"119ø3'40.0""";;Granite leucocratic;Tr;;N.P.Mel'nikova;;S.A.Kozlov,1968
1584;50;43;;136;14;;"50ø43'0.0""";"136ø14'0.0""";;Hb-Bt granite porphyraceous;K;;;;P.N.Koshman,1960
1585;47;15;;138;41;;"47ø15'0.0""";"138ø41'0.0""";;Granite;Pg;Samargin massif;;;V.P.Simanenko,1972
1586;45;38;;135;20;;"45ø38'0.0""";"135ø20'0.0""";;Granite gneissose;K;Imano-Sinanchin massif;;;Yu.N.Razmakhnin,1964
1587;49;13;;104;45;;"49ø13'0.0""";"104ø45'0.0""";;Granite-porphyry;Tr-J;;;;E.V.Mikhaylov,1973
1588;50;59;;112;54;;"50ø59'0.0""";"112ø54'0.0""";;Granite porphyraceous fine-grained;J;Olenguy massif;N.I.Serebryakova;;E.V.Barabashev,1959
1589;51;48;;135;37;;"51ø48'0.0""";"135ø37'0.0""";;Granite porphyraceous;K;;;;N.G.Osipov,1964
1590;49;36;;108;25;;"49ø36'0.0""";"108ø25'0.0""";;Bt granite porphyraceous;Tr;;D.M.Shuster;;N.P.Kostyakov,1963
1591;45;52;30;115;45;;"45ø52'30.0""";"115ø45'0.0""";;Granite leucocratic;Tr-J;;;;Yu.A.Borzakovsky,1967
1592;50;18;;107;20;;"50ø18'0.0""";"107ø20'0.0""";;Bt granite;Tr;Tamir massif;S.B.Egorova;;V.A.Novikov,1973
1593;67;59;;177;31;;"67ø59'0.0""";"177ø31'0.0""";;Granite leucocratic;K;Katum massif;I.S.Ryabova;Oth:S-0.10;V.I.Noskov,1960
1594;52;26;;134;3;;"52ø26'0.0""";"134ø3'0.0""";;Granite porphyraceous medium-grained;K;;;;E.P.Khokhlov,1964
1595;50;0;;112;32;;"50ø0'0.0""";"112ø32'0.0""";;Granite fine-grained;J;Kharalgin massif;N.A.Lebedeva;;N.K.Dmitrochenko,1968
1596;54;52;;157;28;;"54ø52'0.0""";"157ø28'0.0""";;Plagiogranite;Pg;;G.I.Guzieva;Oth:S03-0.09;Yu.M.Yastremsky,1965
1597;66;14;;171;20;;"66ø14'0.0""";"171ø20'0.0""WW";W;Aplite;K;Reuney massif;0.1.Kobylina;;I.A.Sklyar,1938
1598;50;15;;138;32;;"50ø15'0.0""";"138ø32'0.0""";;Bt granite leucocratic;K;Aksakin massif;V.A.Yusova;;V.N.Pliev,1955
1599;55;16;30;118;24;30;"55ø16'30.0""";"118ø24'30.0""";;Granite leucocratic;Tr;;V.I.Zhigalova;;Yu.P.Tryanin,1969
1600;51;19;;109;26;;"51ø19'0.0""";"109ø26'0.0""";;Bt granite porphyraceous medium-grained;J;Bom-Gorkhon massif;L.S.Voronova;;Yu.P.Skryuchenkov,1963
1601;45;54;;107;58;30;"45ø54'0.0""";"107ø58'30.0""";;Granite;Tr-J;;;;Yu.K.Varzalov,1972
1602;45;40;;135;9;30;"45ø40'0.0""";"135ø9'30.0""";;Granite coarse-grained;K;Sinanchin massif;;;Yu.N.Razmakhnin,1964
1603;51;19;;109;26;;"51ø19'0.0""";"109ø26'0.0""";;Granite leucocratic;J;Bom-Gorkhon massif;L.S.Voronova;;V.I.Sizykh,1967
1604;53;15;40;111;56;;"53ø15'40.0""";"111ø56'0.0""";;Granite-porphyry;Tr;;E.A.Kotlyarova;;E.E.Zelensky,1974
1605;46;27;10;138;11;;"46ø27'10.0""";"138ø11'0.0""";;Granite coarse-grained;K;;;Det.:H2o+-O.ll;G.L.Amel'chenko,1976
1606;64;55;;141;30;;"64ø55'0.0""";"141ø30'0.0""";;Granite porphyraceous coarse-grained;K;Arangas massif;P.M.Bosek;Oth:Zr02-0.03,S03-0.27;M.D.Elianov,1953
1607;69;7;;178;16;;"69ø7'0.0""";"178ø16'0.0""";;Bt granite porphyraceous coarse-grained;K;;;Det.:H2o+-0.32;V.P.Pole,1962
1608;45;17;20;134;38;25;"45ø17'20.0""";"134ø38'25.0""";;Bt granite;K;Sinanchin massif;;;Yu.I. Maksimenko,1970
1609;53;43;10;115;12;;"53ø43'10.0""";"115ø12'0.0""";;Bt granite;Tr-J;Zimov'e massif;A.l.Fedorova;;V.A.Popeko,1968
1610;66;35;;178;55;;"66ø35'0.0""";"178ø55'0.0""WW";W;Bt granite porphyraceous coarse-grained;K;Iskaten massif;.;Oth:C02-l.05;G.A.Zhukov,1954
1611;67;19;;179;28;;"67ø19'0.0""";"179ø28'0.0""WW";W;Granite medium-grained;K;Kayengergin massif;;Det.:H2o+-0.65;A.I.Kyshtymov,1962
1612;53;41;10;115;5;20;"53ø41'10.0""";"115ø5'20.0""";;Granite;Tr-J;Khuluglin massif;N.P.Mel'n i kova;;V.A.Popeko,1967
1613;52;28;35;109;37;30;"52ø28'35.0""";"109ø37'30.0""";;Bt granosyenite;Tr;;R.T.Vyatkina;;E.M.Bagadaev,1969
1614;51;11;;113;20;;"51ø11'0.0""";"113ø20'0.0""";;Granite leucocratic medium-grained;J;;L.S.Voronova;;P.I.Kovalev,1968
1615;50;45;;105;17;20;"50ø45'0.0""";"105ø17'20.0""";;Granite fine-grained;Tr-J;Tsagatuy massif;;;A.S.Kireev,1968
1616;69;13;;139;54;;"69ø13'0.0""";"139ø54'0.0""";;Granite;K;Bylaat massif;L.A.Azikova;Oth:Li20-0.0l;O.G.Epov,1972
1617;49;22;;107;47;30;"49ø22'0.0""";"107ø47'30.0""";;Granite;J;;Buguntay intrusion;;V.A.Varlamov,1960
1618;59;50;;143;59;;"59ø50'0.0""";"143ø59'0.0""";;Bt granite porphyraceous;K;Lower-Ul'bey massif;Plotnikova;;I.M.Speranskaya,1957
1619;53;45;40;115;18;30;"53ø45'40.0""";"115ø18'30.0""";;Bt granite;Tr-J;Zimov'e massif;V.I.Zhigalova;;V.A.Popeko,1967
1620;50;17;15;107;20;;"50ø17'15.0""";"107ø20'0.0""";;Bt granite;Tr;Tamir massif;S.B.Egorova;;V.A.Novikov,1973
1621;53;7;10;119;5;20;"53ø7'10.0""";"119ø5'20.0""";;Granite leucocratic;Tr;;N.P.Mel'nikova;;S.A.Kozlov,1968
1622;72;53;;143;39;;"72ø53'0.0""";"143ø39'0.0""";;Granite leucocratic;K;Emiy-Tas massif;NPBogdanova;;A.I.Samusin,1974
1623;50;36;;100;16;30;"50ø36'0.0""";"100ø16'30.0""";;Granite pegmatoid;Mz;;;;V.I.Sul'din,1970
1624;64;24;;141;15;;"64ø24'0.0""";"141ø15'0.0""";;Granite porphyraceous;K;Alaskitic massif;V.P.Koval'skaya;;V.F.Alyavdin,1943
1625;66;18;;137;48;;"66ø18'0.0""";"137ø48'0.0""";;Granite alkaline;K;Kere-Yuryakh massif;;;N.E.Novikov,1973
1626;53;43;50;115;10;30;"53ø43'50.0""";"115ø10'30.0""";;Granite leucocratic;Tr-J;Zimov'e massif;AIFedorova;;V.A.Popeko,1968
1627;63;55;53;166;0;30;"63ø55'53.0""";"166ø0'30.0""";;Granite;K;;V.A.Sidorov;;V.A.Faradzhev,1971
1628;43;42;;135;15;5;"43ø42'0.0""";"135ø15'5.0""";;Granite coarse-grained;Pg;Ol'gin massif;S.T.Batalova;Det:H2o+-0.04;G.A.Valuy,1975
1629;55;20;;118;51;40;"55ø20'0.0""";"118ø51'40.0""";;Granite;Tr;;O.S.Beloborod'ko;;K.F.Khatskevich,1968
1630;48;37;30;108;1;30;"48ø37'30.0""";"108ø1'30.0""";;Hb-Bt granite;Tr;Arodtsegol massif;;;A.N.Bronnikov,1964
1631;44;29;15;136;7;10;"44ø29'15.0""";"136ø7'10.0""";;Granite leucocratic;Pg;Mutukhin Oprichnin massif;;;V.N.Musin,1970
1632;60;28;;143;36;;"60ø28'0.0""";"143ø36'0.0""";;Hb-Bt granite;K;Nyulkalin massif;;Det.:H2o+-0.22;E.G.Peskov,1960
1633;67;25;;135;21;;"67ø25'0.0""";"135ø21'0.0""";;Granite;K;Ynnykh-Khaya massif;Kovyazina;;G.L.Padalka,1957
1634;54;11;10;117;47;30;"54ø11'10.0""";"117ø47'30.0""";;Granite-porphyry;Tr-J;;;;S.P.Smelovsky,1971
1635;52;20;40;114;19;;"52ø20'40.0""";"114ø19'0.0""";;Granite-porphyry;J;;V.I.Zhigalova;;E.A.Zaykov,1970
1636;65;36;;170;37;;"65ø36'0.0""";"170ø37'0.0""WW";W;Hb-Bt granite;K;Nunyam massif;K.M.Geyser;;I.M.Sargina,1956
1637;66;31;;179;1;;"66ø31'0.0""";"179ø1'0.0""WW";W;Granite;K;Iskaten massif;;Oth.:Sno2-0.0l,s2o3-0.0l;A.M.Timofeev,1956
1638;43;40;50;135;10;50;"43ø40'50.0""";"135ø10'50.0""";;Granite coarse-grained;Pg;Ol'gin massif;M.I.Il'ina;Det:H2o+-0.08;G.A.Valuy,1975
1639;56;20;;118;15;40;"56ø20'0.0""";"118ø15'40.0""";;Granite;Mz;;AIFedorova;;V.T.Sviridenko,1966
1640;63;52;45;167;43;15;"63ø52'45.0""";"167ø43'15.0""";;Quartz monzonite;K;;;;S.S.Lobunetz,1972
1641;60;23;;144;55;;"60ø23'0.0""";"144ø55'0.0""";;Granite subalkaline;K;Nyut-Ul'bey massif;;;R.B.Umitbaev,1962
1642;69;27;;145;30;;"69ø27'0.0""";"145ø30'0.0""";;Granite fine-grained;K;Polousny massif;East;;V.K.Dorofeev,1973
1643;66;29;;172;23;;"66ø29'0.0""";"172ø23'0.0""WW";W;Bt granite;K;Teniany massif;V.V.Langvagen;;I.D.Gatiev,1938
1644;47;40;;112;7;;"47ø40'0.0""";"112ø7'0.0""";;Granite-porphyry;J;Kharayamatin massif;;;O.M.Myaskovsky
1645;67;58;;178;2;;"67ø58'0.0""";"178ø2'0.0""";;Bt granite;K;Telekay massif;O.I.Kobylina;;V.G.Ditmar,1938
1646;47;21;18;138;27;12;"47ø21'18.0""";"138ø27'12.0""";;Granite leucogranitic;K;Unta massif;;Deto:H2o+-0.80;F.G.Fedchin,1975
1647;51;42;;110;39;50;"51ø42'0.0""";"110ø39'50.0""";;Granite alkaline;Tr;Mozoy massif;M.I.Kodachigova;;V.A.Novikov,1966
1648;49;45;;112;37;;"49ø45'0.0""";"112ø37'0.0""";;Granite porphyraceous coarse-grained;J;;N.P oMel'nikova;;Yu.F.Gayko,1966
1649;53;5;35;116;40;;"53ø5'35.0""";"116ø40'0.0""";;Granite leucocratic;Tr;;T.I.Linnik;;O.V.Sosnitsky,1969
1650;69;36;;150;32;;"69ø36'0.0""";"150ø32'0.0""";;Granite porphyraceous fine-grained;K;Ulakhan-Sis massif;;Oth.:S03-0ol2;A.V.Artemov,1970
1651;52;19;55;115;58;;"52ø19'55.0""";"115ø58'0.0""";;Granite;Tr;;MoShuster;;A.P.Zinov'eva,1961
1652;50;41;;136;28;;"50ø41'0.0""";"136ø28'0.0""";;Granite-porphyry;K;Kholdoma massif;R.A.Sokolova;;P.N.Koshman,1962
1653;49;38;;108;27;;"49ø38'0.0""";"108ø27'0.0""";;Granite(plagiogranite);J;;M.I.Merkul'eva;;N.P.Kostyakov,1965
1654;45;38;50;137;25;35;"45ø38'50.0""";"137ø25'35.0""";;Granodiorite;K;;;;V.N.Ovechkin,1975
1655;61;44;;153;19;;"61ø44'0.0""";"153ø19'0.0""";;Bt granite porphyraceous fine-grained;K;Glybovy stock;N.I.Morozova ;Det:H2o+-0.92;Yu.G.Kobylyansky,1961
1656;61;1;;150;7;;"61ø1'0.0""";"150ø7'0.0""";;Bt granite medium-grained;K;Tenkely massif; o Pol.Levin;;V.D.Volodin,1947
1657;50;8;;110;11;;"50ø8'0.0""";"110ø11'0.0""";;Bt granite;J;Asakan-Shumilovo massif;;Otho:S03-0.03;I.F.Grigor'ev,1949
1658;62;11;;146;8;;"62ø11'0.0""";"146ø8'0.0""";;Quartz monzonite;K;;;Det.:H2o+-0.30,S-0.02;L.D.Lebedeva,1954
1659;67;54;;178;6;;"67ø54'0.0""";"178ø6'0.0""";;Granite coarse-grained;K;;;;V.N.Voevodin,1967
1660;47;11;;135;19;;"47ø11'0.0""";"135ø19'0.0""";;Bt granite medium-grained;K;;;;N.F.Smirnov,1962
1661;50;52;;108;27;;"50ø52'0.0""";"108ø27'0.0""";;Granite;Tr-J;;D.M.Shuster;;V.I.Sizykh,1964
1662;50;16;20;107;35;;"50ø16'20.0""";"107ø35'0.0""";;Bt granite;Tr;Bichur massif;;;V.A.Novikov,1973
1663;51;24;;110;20;;"51ø24'0.0""";"110ø20'0.0""";;Granite medium-grained;J;Khilok massif;M.IKodachigova;;V.A.Novikov,1966
1664;47;15;;104;27;30;"47ø15'0.0""";"104ø27'30.0""";;Granite leucocratic;J;Tube-Undur massif;;;Bold,1971
1665;60;7;;144;43;;"60ø7'0.0""";"144ø43'0.0""";;Granite subalkaline;K;Nyut-Ul'bey massif;;;R.B.Umitbaev,1962
1666;49;49;;111;48;;"49ø49'0.0""";"111ø48'0.0""";;Granite porphyraceous;J;;A.P.Tikhonova;;V.V.Starchenko,1961
1667;57;38;;138;7;;"57ø38'0.0""";"138ø7'0.0""";;Granite leucogranitic;K;;;;V.I.Serpukhov,1940
1668;66;6;;169;45;;"66ø6'0.0""";"169ø45'0.0""WW";W;Granite;K;Dezhnev massif;K.M.Geyser;;I.M.Sargina,1956
1669;49;38;;112;14;;"49ø38'0.0""";"112ø14'0.0""";;Granite-porphyry;J;;N.ALebedeva;;N.K.Dmitrochenko,1965
1670;66;6;;129;23;;"66ø6'0.0""";"129ø23'0.0""";;Granodiorite porphyraceous;K;Khoboyotuu-Echiy massif;;Oth:S03-0.03.Det.:co2-0.57;R.O.Galabala,1976
1671;66;4;;172;29;;"66ø4'0.0""";"172ø29'0.0""WW";W;Granite;K;Teniany massif;;;I.A.Nikitin,1957
1672;44;59;30;135;56;40;"44ø59'30.0""";"135ø56'40.0""";;Bt granite medium-grained;K;Armin massif;;Det.:H2o+-0.26;A.A.Strizhkova,1975
1673;50;3;;139;43;;"50ø3'0.0""";"139ø43'0.0""";;Granite;Pg;Dzhagdasin massif;N.I.Fedulov;;Yu.M.Vdovin,1958
1674;48;37;30;111;56;;"48ø37'30.0""";"111ø56'0.0""";;Granite;J;;;;V.A.Bobrov
1675;69;23;;145;40;;"69ø23'0.0""";"145ø40'0.0""";;Bt granite porphyraceous;K;Magantas massif;;;V.K.Dorofeev,1973
1676;50;38;;136;9;;"50ø38'0.0""";"136ø9'0.0""";;Hb-Bt granite;K;Chalba massif;;;N.K.Osipova,1956
1677;67;23;;169;14;;"67ø23'0.0""";"169ø14'0.0""";;Bt granite;K;Ilerney massif;L.G.Semenova;Oth:S-0.01;V.S.Degtyarev,1962
1678;45;21;40;134;38;55;"45ø21'40.0""";"134ø38'55.0""";;Bt granite;J;Tudovaka massif;;Oth.:S03-0.02;N.A.Belyaevsky,1951
1679;52;50;30;114;14;;"52ø50'30.0""";"114ø14'0.0""";;Granite-porphyry;Tr;;E.V.Saranina;;A.A.Matlashov,1969
1680;50;16;10;107;30;10;"50ø16'10.0""";"107ø30'10.0""";;Bt granite;Tr;Tamir massif;SB.Egorova;;V.A.Novikov,1973
1681;44;30;30;135;11;25;"44ø30'30.0""";"135ø11'25.0""";;Granite-porphyry;Pg;;;;B.S.Nabrodov,1967
1682;42;57;40;134;1;40;"42ø57'40.0""";"134ø1'40.0""";;Granite fine-grained;K;Valentinovsky massif;L.A.Alevdina;;G.A.Valuy,1977
1683;65;16;;174;23;;"65ø16'0.0""";"174ø23'0.0""WW";W;Granite;K;;;Oth:C02-0.96;V.N.Stavitsky,1959
1684;67;50;;178;53;;"67ø50'0.0""";"178ø53'0.0""WW";W;Granite porphyraceous;K;Iul'tin massif;;Oth.:Rb2o-0.04,Li20-0.02,Sr-0.03,F-0.06,ZrO-0.02;Z.G.Karaeva,1967
1685;53;43;30;115;19;40;"53ø43'30.0""";"115ø19'40.0""";;Granite leucocratic;Tr-J;Zimov'e massif;VI.Zhigalova;;V.A.Popeko,1968
1686;46;35;;135;55;;"46ø35'0.0""";"135ø55'0.0""";;Granite leucocratic;K;Tatiba Dalninsky massif;;;V.S.Ivanov,1971
1687;54;6;30;116;36;5;"54ø6'30.0""";"116ø36'5.0""";;Granite-porphyry;Tr-J;Upper-Gelandzhak massif;N.A.Ogneva;;P.M.Goloschukov,1963
1688;50;16;30;107;29;40;"50ø16'30.0""";"107ø29'40.0""";;Bt granite;Tr;Tamir massif;S.BEgorova;;V.A.Novikov,1973
1689;59;49;;144;28;;"59ø49'0.0""";"144ø28'0.0""";;Granitoid;K;Lower-Ilim massif;;Det._:H2o+-0.70;E.G.Peskov,1965
1690;50;36;;113;54;;"50ø36'0.0""";"113ø54'0.0""";;Mu granite;J;Zun-Undur massif;;;I.F.Grigor'ev,1957
1691;61;3;;150;7;;"61ø3'0.0""";"150ø7'0.0""";;Granite porphyraceous fine-grained;K;Tenkely massif;AKhBrovtman;;A.F.Mikhaylov,1948
1692;61;48;;146;33;;"61ø48'0.0""";"146ø33'0.0""";;Granite-porphyry;K;Khenikandzhin massif;VI.Noskov;Oth:C02-0.20;R.P.Petrov,1945
1693;61;43;;156;29;;"61ø43'0.0""";"156ø29'0.0""";;Granite medium-grained;K;Viligin massif;P.V.Artemenko;;V.A.Grachev,1958
1694;43;18;;133;3;30;"43ø18'0.0""";"133ø3'30.0""";;Granite;K;Sitsin massif;;;I.P.Rachinskaya,1963
1695;52;42;30;112;46;30;"52ø42'30.0""";"112ø46'30.0""";;Granite;Tr-J;;V.P.Usacheva;;V.A.Slipchenko,1966
1696;66;12;;139;35;;"66ø12'0.0""";"139ø35'0.0""";;Granite-porphyry;K;Muogunivsky massif;L.G.Nefedova;Oth:S03-0.10;S.I.Pinaev,1975
1697;53;43;;115;12;10;"53ø43'0.0""";"115ø12'10.0""";;Granite porphyraceous;Tr-J;Zimov'e massif;A.I.Fedorova;;V.A.Popeko,1968
1698;63;37;;175;38;;"63ø37'0.0""";"175ø38'0.0""";;Plagiogranite;K;Borkhodoev;.;Det:H2o+-l.52;O.N.Ivanov,1979
1699;60;6;;144;44;;"60ø6'0.0""";"144ø44'0.0""";;Granite subalkaline;K;Ul'bey massif;Nyut;;R.B.Umitbaev,1962
1700;43;6;45;134;20;20;"43ø6'45.0""";"134ø20'20.0""";;Granite alkaline;K;Valentinovsky massif;S.P.Batalova;;G.A.Valuy,1975
1701;67;18;;134;31;;"67ø18'0.0""";"134ø31'0.0""";;Granite;K;Arga-Ynnykh-Khaya massif;M.E.Frenkel';Oth:So3-0.02,F-0.05;G.L.Padalka,1957
1702;53;46;;115;27;40;"53ø46'0.0""";"115ø27'40.0""";;Granite leucocratic porphyraceous;Tr-J;Kamenka massif;VI.Zhigalova;;V.A.Popeko,1968
1703;64;16;;168;48;25;"64ø16'0.0""";"168ø48'25.0""";;Granite-porphyry;K;;V.A.Sidorov;;V.A.Faradzhev,1971
1704;55;7;20;115;41;30;"55ø7'20.0""";"115ø41'30.0""";;Granite fine-grained;Tr-J;;;;V.A.Kozlov,1963
1705;45;48;;111;16;;"45ø48'0.0""";"111ø16'0.0""";;Granite leucocratic;J;;;;A.F.Kurguzkin,1968
1706;69;20;;142;0;;"69ø20'0.0""";"142ø0'0.0""";;Granite fine-grained;K;Buor-Yuryakh massif;;;A.V.Dorofeev,1969
1707;66;7;;141;5;;"66ø7'0.0""";"141ø5'0.0""";;Aplite;K;Chibagalakh massif;;;B.V.Kravtsov,1970
1708;51;19;;109;22;;"51ø19'0.0""";"109ø22'0.0""";;Bt granite medium-grained;J;Bom-Gorkhon massif;V.IZhigal ova;;N.A.Ageev,1967
1709;50;16;30;107;30;;"50ø16'30.0""";"107ø30'0.0""";;Bt granite;Tr;Tamir massif;S.B.Egorova;;V.A.Novikov,1973
1710;66;10;;129;22;;"66ø10'0.0""";"129ø22'0.0""";;Quartz monzonite medium-grained;K;Khoboyotuu-Echiy massif;;Oth.:S03-0.0 l.Det.:co2-0.05;R.O.Galabala,1976
1711;54;53;40;117;33;;"54ø53'40.0""";"117ø33'0.0""";;Leucogranite alkaline;Tr;Orogochin massif;D.M.Shuster;;V.I.Shulika,1966
1712;62;9;;149;17;;"62ø9'0.0""";"149ø17'0.0""";;Two mica granite;J;;NIMorozova;Det:B2o3-0.02,H2o+-0.48,F-0.03,Cl-0.09;V.N.Lipatov,1960
1713;49;40;;111;6;;"49ø40'0.0""";"111ø6'0.0""";;Granodiorite-porphyry;J;;Filippova;;A.Ya.Koltun,1955
1714;51;44;;107;33;50;"51ø44'0.0""";"107ø33'50.0""";;Leucogranite;Tr;;;Oth.:so3-0.05;D.V.Trunev,1961
1715;52;49;20;117;20;40;"52ø49'20.0""";"117ø20'40.0""";;Granite;Tr;;D.M.Shuster;;A.V.Ivanov,1966
1716;44;29;15;136;7;10;"44ø29'15.0""";"136ø7'10.0""";;Granite leucocratic;Pg;Mutukhin Oprichnin massif;;;V.N.Musin,1970
1717;44;42;10;135;10;50;"44ø42'10.0""";"135ø10'50.0""";;Granite-porphyry;K;;F.T.Rynkova;Det.:H2o+-l.18;N.K.Tsesarsky,1978
1718;64;22;;144;58;;"64ø22'0.0""";"144ø58'0.0""";;Granite porphyraceous medium-grained;K;Uzky massif;V.ALagovskaya;Det.:H2o+-0.59;V.M.Merzlyakov,1954
1719;47;29;54;138;14;58;"47ø29'54.0""";"138ø14'58.0""";;Granite alkaline leucogranitic;Pg;Khulimin massif;;Det.:H2o+-0.24;N.I.Shlepkin,1972
1720;46;56;30;137;20;40;"46ø56'30.0""";"137ø20'40.0""";;Granite fine-grained;K;;;;I.Z.Bur'yanova,1968
1721;67;19;;134;23;;"67ø19'0.0""";"134ø23'0.0""";;Two mica granite coarse-grained;K;Arga-Ynnykh-Khaya massif;.;Oth:S03-0.02;V.V.Boyarshinov,1969
1722;61;25;;155;40;;"61ø25'0.0""";"155ø40'0.0""";;Hb-Bt granite;K;Tuman massif;Z.I.Karpicheva;Det:H2o+-0.48;A.D.Silinsky,1963
1723;53;9;50;119;20;30;"53ø9'50.0""";"119ø20'30.0""";;Amf-Bt granite;Tr;;AIFedorova;;S.A.Kozlov,1970
1724;65;7;;175;33;;"65ø7'0.0""";"175ø33'0.0""WW";W;Granite-porphyry;K;Enmelen massif;;Oth.:co2-0.18;V.N.Stavitsky,1958
1725;51;18;;112;7;;"51ø18'0.0""";"112ø7'0.0""";;Granite leucocratic;J;;N.AOgneva;;E.V.Barabashev,1959
1726;51;20;;110;22;;"51ø20'0.0""";"110ø22'0.0""";;Granite porphyraceous coarse-grained;J;;G.N.Surova;;M.D.Berdnikov,1965
1727;69;58;;134;6;;"69ø58'0.0""";"134ø6'0.0""";;Bt granite;K;Kerekh massif;;Oth.:so3-0.05;G.S.Yaskelyainen,1967
1728;44;31;5;135;9;40;"44ø31'5.0""";"135ø9'40.0""";;Granite-porphyry;Pg;;;;B.S.Nabrodov,1967
1729;50;17;;107;20;;"50ø17'0.0""";"107ø20'0.0""";;Bt granite;Tr;Tamir massif;;;V.A.Novikov,1973
1730;52;26;40;109;35;;"52ø26'40.0""";"109ø35'0.0""";;Granite leucogranitic;Tr-J;;E.A.Kotlyarova;;E.M.Bagadaev,1969
1731;47;27;24;138;17;12;"47ø27'24.0""";"138ø17'12.0""";;Granite;Pg;Bugin massif;;;F.G.Fedchin,1975
1732;45;38;30;134;47;;"45ø38'30.0""";"134ø47'0.0""";;Bt granite;K;Dintsukhin massif;;;V.I.Safronov,1966
1733;62;34;;141;17;;"62ø34'0.0""";"141ø17'0.0""";;Bt granite porphyraceous;K;Setan'in massif;P.MBosek;Det:H2o+-0.59;V.M.Merzlyakov,1954
1734;69;39;30;141;38;;"69ø39'30.0""";"141ø38'0.0""";;Bt granite fine-grained;K;Omchikandin massif;;;L.K.Musalitin,1967
1735;66;7;;129;22;;"66ø7'0.0""";"129ø22'0.0""";;Quartz monzonite medium-grained;K;Khoboyotuu-Echiy massif;;Oth:S03-0.14.Det. :co2-0.13;R.O.Galabala,1976
1736;43;37;30;135;12;20;"43ø37'30.0""";"135ø12'20.0""";;Granite coarse-grained;Pg;Ol'gin massif;G.A.Dyatlova;;G.A.Valuy,1977
1737;51;1;;110;11;;"51ø1'0.0""";"110ø11'0.0""";;Granite leucocratic;J;Engorok massif;G.N.Surova;;M.D.Berdnikov,1965
1738;55;1;25;119;56;50;"55ø1'25.0""";"119ø56'50.0""";;Granite leucocratic porphyraceous;Tr;;;;A.F.Azars,1966
1739;49;57;;112;40;;"49ø57'0.0""";"112ø40'0.0""";;Granite-porphyry;J;Kharalgin massif;L.S.Voronova;;N.K.Dmitrochenko,1962
1740;43;37;12;135;11;20;"43ø37'12.0""";"135ø11'20.0""";;Granosyenite-porphyry;K;;;Det.:H2o+-0.50;O.G.Starov,1977
1741;51;55;;113;41;;"51ø55'0.0""";"113ø41'0.0""";;Granite fine-grained;Tr-J;Molokovsky massif;L.S.Voronova;;I.N.Fomin,1960
1742;53;12;30;119;1;10;"53ø12'30.0""";"119ø1'10.0""";;Granite leucocratic;Tr;;M.I.Merkul'eva;;S.A.Kozlov,1968
1743;53;57;40;115;34;10;"53ø57'40.0""";"115ø34'10.0""";;Bt granite porphyraceous;Tr-J;Kontalakan-Marektin massif;N.A.Lebedeva;;V.S.Ivanov,1968
1744;45;50;;111;12;30;"45ø50'0.0""";"111ø12'30.0""";;Granite-porphyry;J;;;;A.F.Kurguzkin,1968
1745;66;59;;157;50;30;"66ø59'0.0""";"157ø50'30.0""";;Bt granite leucocratic;K;Lis'in massif;;;Yu.M.Neklyudov,1970
