;Lat_deg;Lat_min;Lat_sec;Long_deg;Long_min;Long_sec;Latitude;Longitude;past_mer;type_granite;time;massif;sampler;others;sampler+year
2424;50;7;;110;5;;"50ø7'0.0""";"110ø5'0.0""";;Two mica granite;J;Asakan-Shumilovo massif;B.M.Frenkel'.~so3;Oth-0.0l,Sno2-0.0l;I.F.Grigor'ev,1957
2425;51;46;;113;15;;"51ø46'0.0""";"113ø15'0.0""";;Granite subalkaline porphyraceous;Tr-J;Kukin massif;O.M.Shirokova;;R.V.Tsoy,1959
2426;67;22;;135;1;;"67ø22'0.0""";"135ø1'0.0""";;Granite;K;Ynnykh-Khaya massif;Kovyazina;;G.L.Padalka,1957
2427;53;24;20;118;39;30;"53ø24'20.0""";"118ø39'30.0""";;Granite;Tr;Pokoynin stock;;;E.M.Leyfman,1967
2428;45;40;;137;15;;"45ø40'0.0""";"137ø15'0.0""";;Granite;Pg;;;Det.:H2o+-0.76;Volchanskaya,1970
2429;45;42;40;134;14;30;"45ø42'40.0""";"134ø14'30.0""";;Granite;K;;B.M.Frenkel';;Z.V.Sidorenko,1952
2430;69;40;;171;30;;"69ø40'0.0""";"171ø30'0.0""";;Bt granite;K;Pyrkanay massif;A.S.Utina;;D.S.Golota,1953
2431;51;19;;109;23;;"51ø19'0.0""";"109ø23'0.0""";;Bt granite porphyraceous medium-coarse-grained;J;Bom-Gorkhon massif;D.M.Shuster;;N.A.Ageev,1964
2432;44;37;55;134;23;15;"44ø37'55.0""";"134ø23'15.0""";;Granodiorite;K;;;;M.I.Novikova,1956
2433;49;59;;111;28;;"49ø59'0.0""";"111ø28'0.0""";;Granite porphyraceous;J;;A.P.Tikhonova;;V.V.Starchenko,1961
2434;53;32;30;119;29;;"53ø32'30.0""";"119ø29'0.0""";;Hb-Bt granite porphyraceous;Tr;;N.I.Serebryakova;;V.D.Grigor'ev,1963
2435;47;15;54;137;18;40;"47ø15'54.0""";"137ø18'40.0""";;Granite;K;Anik massif;;Det.:H2o+-0.57;I.I.Puschin,1970
2436;54;6;35;116;38;10;"54ø6'35.0""";"116ø38'10.0""";;Granite-porphyry;Tr-J;Upper-Gelandzhak massif;N.A.Ogneva;;P.M.Goloschukov,1963
2437;54;13;15;116;15;;"54ø13'15.0""";"116ø15'0.0""";;Granite-porphyry;Tr-J;;G.N.Surova;;P.M.Goloschukov,1964
2438;51;34;;111;53;;"51ø34'0.0""";"111ø53'0.0""";;Amf-Bt plagiogranite(granite);Tr;;;;V.I.Fel'dman,1956
2439;51;7;;113;6;;"51ø7'0.0""";"113ø6'0.0""";;Granite leucocratic medium-grained;J;;M.I.Merkul'eva;;E.T.Bubnov,1964
2440;65;58;;135;52;;"65ø58'0.0""";"135ø52'0.0""";;Granite andesitic;K;;;Oth.:S03-0.0l;G.G.Kukhtinsky,1959
2441;66;9;;129;25;;"66ø9'0.0""";"129ø25'0.0""";;Quartz monzonite medium-grained;K;Khoboyotuu-Echiy massif;.;Oth:so3-0.02.Det.:co2-0.14;R.O.Galabala,1976
2442;69;35;;141;38;;"69ø35'0.0""";"141ø38'0.0""";;Bt granite porphyraceous;K;Omchikandin massif;;;L.A.Musalitin,1967
2443;67;12;;179;5;;"67ø12'0.0""";"179ø5'0.0""WW";W;Granite gneissose medium-grained;K;Kayengergin massif;.;Det:H2o+-0.16;A.I.Kyshtymov,1962
2444;49;41;;109;46;;"49ø41'0.0""";"109ø46'0.0""";;Granite porphyraceous;Tr;;D.M.Shuster;;E.A.Zaykov,1963
2445;66;45;;177;41;;"66ø45'0.0""";"177ø41'0.0""WW";W;Granite;K;;M.P.Belopol'skaya;Oth:C02-0.17.B2o3-0.19;G.V.Andreev,1955
2446;69;21;;164;19;;"69ø21'0.0""";"164ø19'0.0""";;Granite;K;Kanelyveem massif;N.S.Ryabova;Oth:S-0.07;A.S.Skalatsky,1960
2447;50;19;30;101;36;;"50ø19'30.0""";"101ø36'0.0""";;Bt granite;Tr;Bichur massif;;;V.A.Novikov,1973
2448;51;7;;113;4;;"51ø7'0.0""";"113ø4'0.0""";;Granite pegmatoid;J;;VINikitina;;E.T.Bubnov,1964
2449;67;32;;177;50;;"67ø32'0.0""";"177ø50'0.0""WW";W;Granite porphyraceous;K;;M.V.Kondrashina;Det:H2o+-0.98;A.E.Fishkin,1967
2450;48;10;;132;35;;"48ø10'0.0""";"132ø35'0.0""";;Bt-Hb granite;K;Churkin massif;V.V.Lenyarskaya;;I.A.Tatarin,1961
2451;50;18;;108;37;;"50ø18'0.0""";"108ø37'0.0""";;Plagiogranite;Tr;Gremyachin massif;O.S.Beloborod'ko;;V.V.Starchenko,1968
2452;51;30;;110;10;;"51ø30'0.0""";"110ø10'0.0""";;Bt granite fine-grained;J;Zhipkhegen massif;T.ILinnik;;L.I.Sergeev,1963
2453;52;45;30;115;39;40;"52ø45'30.0""";"115ø39'40.0""";;Granite;Tr;Uldurgin massif;U.M.Samochernova;;M.I.Nikul'shin,1960
2454;46;48;45;137;4;20;"46ø48'45.0""";"137ø4'20.0""";;Granite;K;Semicircle massif;L.G.Potepalova;;E.P.Izokh,1955
2455;67;51;;179;37;;"67ø51'0.0""";"179ø37'0.0""";;Granite porphyraceous;K;Chaantal massif;;Det.:H2o+-0.66.Oth.:co2-0.04;E.G.Bordyugov,1973
2456;47;22;42;138;6;6;"47ø22'42.0""";"138ø6'6.0""";;Granite-porphyry;K;Karakty massif;;Det:H2o+-0.52;F.G.Fedchin,1975
2457;52;43;50;110;53;30;"52ø43'50.0""";"110ø53'30.0""";;Granite-porphyry;Tr-J;;;;Ts.B.Tarchimaev,1962
2458;55;46;10;117;39;10;"55ø46'10.0""";"117ø39'10.0""";;Granite;Tr;;U.M.Ader;;E.M.Falkin,1969
2459;50;33;30;103;54;30;"50ø33'30.0""";"103ø54'30.0""";;Granite leucocratic;Tr;;;;V.F.Rukavetz,1964
2460;47;16;48;138;41;23;"47ø16'48.0""";"138ø41'23.0""";;Granite leucocratic medium-grained;Pg;Samargin massif;.;Det:H2o+-0.10;V.P.Davydov,1975
2461;65;5;;179;50;;"65ø5'0.0""";"179ø50'0.0""WW";W;Granite;K;Golden Range massif;;Oth.:Sno2-0.0l;E.K.Boborykin,1956
2462;53;31;40;118;57;;"53ø31'40.0""";"118ø57'0.0""";;Granite porphyraceous;Tr;Amudzhikan massif;N.A.Lebedeva;;S.P.Smelovsky,1968
2463;51;23;;109;31;;"51ø23'0.0""";"109ø31'0.0""";;Bt granite porphyraceous medium-grained;J;Bom-Gorkhon massif;VI.Zhigalova;;L.E.Eydel'man,1967
2464;67;17;;157;55;;"67ø17'0.0""";"157ø55'0.0""";;Granite;K;Karbas massif;;Oth.:So3-0.02;Yu.M.Neklyudov,1971
2465;49;59;;110;8;;"49ø59'0.0""";"110ø8'0.0""";;Bt granite porphyraceous;J;;N.P.Mel'nikova;;V.P.Krasnov,1968
2466;48;41;26;104;54;17;"48ø41'26.0""";"104ø54'17.0""";;Granite(syenite);Tr-J;;;;V.M.Yakimov,1972
2467;54;4;10;117;50;;"54ø4'10.0""";"117ø50'0.0""";;Granite-porphyry;J;;E.P.Ivanova;;Yu.V.Kazitsyn,1958
2468;47;4;50;134;49;5;"47ø4'50.0""";"134ø49'5.0""";;Granite;K;Svetlinsky massif;;Det.:H2o+-l.08;A.S.Gorokhov,1977
2469;49;30;;138;51;;"49ø30'0.0""";"138ø51'0.0""";;St-Cord granite;J;Khutu-Dzhaur massif;;;S.L.Shteynberg,1967
2470;49;39;;110;26;;"49ø39'0.0""";"110ø26'0.0""";;Bt granite medium-grained;J;;A.M.Vakorina;;V.P.Krasnov,1968
2471;42;59;50;134;7;40;"42ø59'50.0""";"134ø7'40.0""";;Granite coarse-grained;K;Valentinovsky massif;G.A.Dyatlova;;G.A.Valuy,1975
2472;69;36;;171;20;;"69ø36'0.0""";"171ø20'0.0""";;Bt granite;K;Pyrkanay massif;;Oth.:co2-0.34,Li20-0.05;P.K.Fedorov,1952
2473;69;5;;174;15;;"69ø5'0.0""";"174ø15'0.0""";;Granite porphyraceous;K;Kukeney massif;;;G.S.Basiladze,1950
2474;67;38;30;149;17;30;"67ø38'30.0""";"149ø17'30.0""";;Granodiorite-porphyry;K;Kadylchan massif;;;A.G.Katz,1975
2475;52;35;;114;11;30;"52ø35'0.0""";"114ø11'30.0""";;Amf-Bt granite-porphyry;Tr;;M.I.Romanova;;A.A.Matlashov,1969
2476;53;36;;119;11;;"53ø36'0.0""";"119ø11'0.0""";;Granite;Mz;;VIZhigalova;;V.N.Ivanov,1968
2477;69;22;;145;31;;"69ø22'0.0""";"145ø31'0.0""";;Bt granite porphyraceous;K;Polousny massif;;;V.K.Dorofeev,1973
2478;47;27;;138;43;;"47ø27'0.0""";"138ø43'0.0""";;Granite;K;Kiprey massif;;;V.P.Simanenko,1972
2479;47;45;;109;13;24;"47ø45'0.0""";"109ø13'24.0""";;Granite;Tr-J;Modotin massif;;;V.A.Bobrov
2480;68;3;;135;58;;"68ø3'0.0""";"135ø58'0.0""";;Bt granite;K;Kigilyakh massif;;;G.I.Mikheev,1974
2481;50;33;;103;55;;"50ø33'0.0""";"103ø55'0.0""";;Granite-porphyry leucocratic;Tr-J;;;;Ts.B.Tarchimaev,1962
2482;53;41;20;115;6;;"53ø41'20.0""";"115ø6'0.0""";;Granite;Tr-J;Khuluglin massif;N.P.Mel'nikova;;V.A.Popeko,1967
2483;54;53;30;118;33;25;"54ø53'30.0""";"118ø33'25.0""";;Bt granite;Tr;;E.F.Saranina;;Yu.P.Tryanin,1969
2484;50;58;;112;56;;"50ø58'0.0""";"112ø56'0.0""";;Granite leucocratic coarse-grained;J;;D.M.Shuster;;E.T.Bubnov,1964
2485;63;17;;174;44;;"63ø17'0.0""";"174ø44'0.0""";;Plagiogranite;K;;Z.I.Karpicheva;Det:H2o+-l.72;E.B.Nevretdinov,1972
2486;68;45;;165;16;;"68ø45'0.0""";"165ø16'0.0""";;Granite medium-grained;K;Bystrin massif;I.S.Ryabova;Oth:S-0.02;V.V.Gulevich,1958
2487;63;26;;148;59;;"63ø26'0.0""";"148ø59'0.0""";;Granite;K;Khiluchan massif;;;V.M.Merzlyakov,1962
2488;43;40;;135;10;;"43ø40'0.0""";"135ø10'0.0""";;Bt-Hb granite porphyraceous;Pg;Saken massif;;;I.I.Antushevich,1966
2489;53;30;;119;11;;"53ø30'0.0""";"119ø11'0.0""";;Granite;Mz;;V.I.Zhigalova;;V.N.Ivanov,1968
2490;49;38;;109;21;;"49ø38'0.0""";"109ø21'0.0""";;Bt granite porphyraceous;Mz;;E.V.Saranina;;N.P.Kostyakov,1966
2491;50;31;40;104;42;;"50ø31'40.0""";"104ø42'0.0""";;Granite medium-grained;Tr-J;;;;Ts.B.Tarchimaev,1962
2492;49;43;;109;48;;"49ø43'0.0""";"109ø48'0.0""";;Granite porphyraceous medium-grained;Tr;;D.M.Shuster;;E.A.Zaykov,1963
2493;44;30;40;136;11;30;"44ø30'40.0""";"136ø11'30.0""";;Granite;Pg;Mutukhin massif;Yu.S.Chudakova;Oth:so3-0.06;S.A.Korenbaum,1973
2494;69;42;;137;58;;"69ø42'0.0""";"137ø58'0.0""";;Bt quartz monzonite;K;Muokhtakh massif;;Oth.:S03-0.18;V.A.Lavrinovich,1966
2495;62;21;;140;23;;"62ø21'0.0""";"140ø23'0.0""";;Granite-porphyry;K;Upper-Emkyrchan massif;;;O.P.Razgonov,1960
2496;51;7;;112;59;;"51ø7'0.0""";"112ø59'0.0""";;Hb-Bt granite(granosyenite);J;;D.MShuster;;E.V.Barabashev,1959
2497;52;22;;115;20;;"52ø22'0.0""";"115ø20'0.0""";;Granite;Tr;;L.VVoronova;;A.N.Yatsko,1963
2498;49;42;;108;53;;"49ø42'0.0""";"108ø53'0.0""";;Bt granite porphyraceous;Tr;;N.AOgneva;;N.P.Kostyakov,1963
2499;51;9;;113;8;;"51ø9'0.0""";"113ø8'0.0""";;Granite leucocratic;J;Olenguy massif;NI.Serebryakova;;E.V.Barabashev,1962
2500;51;15;;113;28;;"51ø15'0.0""";"113ø28'0.0""";;Amf-Bt granite porphyraceous;J;;O.S.Beloborod'ko;;P.I.Kovalev,1968
2501;51;4;;113;13;;"51ø4'0.0""";"113ø13'0.0""";;Granite fine-grained miarolic;J;;L.S.Voronova;;E.T.Bubnov,1964
2502;62;35;;150;58;;"62ø35'0.0""";"150ø58'0.0""";;Quartz monzonite;J;Busugun'ya massif;V.Belen'kaya;;N.M.Yanchuk,1951
2503;46;0;;137;45;;"46ø0'0.0""";"137ø45'0.0""";;Granite-porphyry;Pg;;;;V.N.Ovechkin,1978
2504;67;52;;135;4;;"67ø52'0.0""";"135ø4'0.0""";;Two mica granite medium-grained;K;Ketet massif;;Oth.:so3-0.17;V.V.Boyarshinov,1974
2505;52;15;20;111;3;;"52ø15'20.0""";"111ø3'0.0""";;Hb-Bt granite;Tr;;D.M.Shuster;;S.K.Ushakov,1962
2506;49;40;;110;27;;"49ø40'0.0""";"110ø27'0.0""";;Bt granite medium-grained;J;;A.M.Vakorina;;V.P.Krasnov,1968
2507;43;41;50;135;12;10;"43ø41'50.0""";"135ø12'10.0""";;Bt-Hb granite;Pg;Saken massif;;;I.I.Antushevich,1966
2508;66;19;;137;49;;"66ø19'0.0""";"137ø49'0.0""";;Granite;K;Yuryakh massif;Kere;;N.E.Novikov,1973
2509;53;36;;119;11;;"53ø36'0.0""";"119ø11'0.0""";;Granite;Mz;;V.I.Zhigalova;;V.N.Ivanov,1968
2510;53;45;;115;18;;"53ø45'0.0""";"115ø18'0.0""";;Granite porphyry alkaline;Tr-J;Gulanin massif;V.I.Zhigalova;;V.A.Popeko,1967
2511;51;21;;109;18;;"51ø21'0.0""";"109ø18'0.0""";;Granite porphyraceous;J;Bom-Gorkhon massif;N.ALebedeva;;V.I.Sizykh,1968
2512;69;34;;170;25;;"69ø34'0.0""";"170ø25'0.0""";;Granite;K;Pevek massif;;Oth.:C02-0.13;A.M.Demin,1950
2513;49;39;;112;19;;"49ø39'0.0""";"112ø19'0.0""";;Granite;J;;L.S.Voronova;;N.K.Dmitrochenko,1965
2514;66;9;;129;15;;"66ø9'0.0""";"129ø15'0.0""";;Granodiorite medium-grained;K;Khoboyotuu-Echiy massif;;Det.:so3-0.02?co2-0.40;R.O.Galabala,1976
2515;46;9;10;136;2;25;"46ø9'10.0""";"136ø2'25.0""";;Plagiogranite;K;Kandomin massif;West;;E.P.Izokh,1957
2516;61;9;;142;22;;"61ø9'0.0""";"142ø22'0.0""";;Granite;K;Neksko-Gylykandzhin massif;V.P.Koval'skaya;;T.P.Vronko,1946
2517;66;10;;129;29;;"66ø10'0.0""";"129ø29'0.0""";;Quartz monzonite medium-grained;K;Khoboyotuu-Echiy massif;;Oth.:S03-0.02.Det.:co2-0.28;R.O.Galabala,1976
2518;52;32;40;109;41;30;"52ø32'40.0""";"109ø41'30.0""";;Granite;Tr;;K.I.Tomshina;;E.M.Bagadaev,1969
2519;51;7;;113;5;;"51ø7'0.0""";"113ø5'0.0""";;Granite;J;;L.S.Voronova;;E.T.Bubnov,1964
2520;53;50;20;119;7;;"53ø50'20.0""";"119ø7'0.0""";;Bt granite;Tr;;D.M.Shuster;;V.S.Alkin,1966
2521;51;47;;135;38;;"51ø47'0.0""";"135ø38'0.0""";;Granite-porphyry;K;;;;N.G.Osipov,1964
2522;42;8;;105;18;20;"42ø8'0.0""";"105ø18'20.0""";;Granite-porphyry;Tr-J;;;;M.A.Antilov
2523;66;37;;153;27;;"66ø37'0.0""";"153ø27'0.0""";;Granite;K;Ilkiman massif;;Oth:S03-0.02;V.V.Spektor,1964
2524;63;11;;148;20;;"63ø11'0.0""";"148ø20'0.0""";;Bt granite;J;Ch'orgo massif;;Det.:H2o+-0.52,S-0.02,F-0.04,Li2o-0.04;V.A.Serebryakov,1958
2525;53;49;50;119;47;20;"53ø49'50.0""";"119ø47'20.0""";;Granite eruption breccia;J;;;Oth.:S-0.01;E.I.Nedorya,1966
2526;53;44;50;115;19;30;"53ø44'50.0""";"115ø19'30.0""";;Granite-porphyry;Tr-J;Gulanin massif;VI.Zhigalova;;V.A.Popeko,1968
2527;50;3;;111;12;;"50ø3'0.0""";"111ø12'0.0""";;Bt granite;J;;;;E.V.Leshkevich,1951
2528;65;28;;175;33;;"65ø28'0.0""";"175ø33'0.0""WW";W;Bt granite;K;Erguveem massif;;Oth.:C02-1.30;l.A.Nikitin,1959
2529;54;55;45;118;3;;"54ø55'45.0""";"118ø3'0.0""";;Bt granite;Tr;;V.I.Zhigalova;;Yu.P.Tryanin,1969
2530;43;6;53;133;25;10;"43ø6'53.0""";"133ø25'10.0""";;Granite;K;Makarovsky massif;;;Yu.G.Ivanov,1964
2531;46;15;20;137;45;20;"46ø15'20.0""";"137ø45'20.0""";;Granophyre;K;;;;G.A.Amel'chenko,1976
2532;53;33;45;119;17;;"53ø33'45.0""";"119ø17'0.0""";;Bt granite;Tr;;D.M.Shuster;;V.S.Alkin,1963
2533;69;39;;171;31;;"69ø39'0.0""";"171ø31'0.0""";;Bt granite;K;Pyrkanay massif;;Oth:C02-0.22,Li20-0.04;P.K.Fedorov,1952
2534;60;35;30;141;31;30;"60ø35'30.0""";"141ø31'30.0""";;Granite;K;Arka massif;;Det.:H2o+-0.76;V.G.Korol'kov,1970
2535;68;3;;163;56;;"68ø3'0.0""";"163ø56'0.0""";;Granite;K;;N.S.Senotrusova;Oth:Cr2o3-0.02,S-0.19;A.A.Zhitetsky,1963
2536;47;14;20;113;54;7;"47ø14'20.0""";"113ø54'7.0""";;Granite;J;Darkhan-Aryn-Nur massif;;;Zh.Banzarach,1971
2537;52;41;15;116;47;25;"52ø41'15.0""";"116ø47'25.0""";;Granite;Tr;Medvezhkin massif;N.A.Lebedeva;;N.V.Kuzheleva,1968
2538;61;11;;145;27;;"61ø11'0.0""";"145ø27'0.0""";;Granite;K;Nonka massif;.;Oth:Co2-0.58,so3-0.05;Z.G.Karaeva,1950
2539;53;27;;123;15;;"53ø27'0.0""";"123ø15'0.0""";;Granodiorite;K;;;;G.G.Pezhemsky,1962
2540;50;2;40;143;4;;"50ø2'40.0""";"143ø4'0.0""";;Granite;Pg;Langery intrusive;A.N.Slascheva;;V.I.Naryzhny's coll.,1963
2541;60;42;;138;30;;"60ø42'0.0""";"138ø30'0.0""";;Bt-Hb granodiorite coarse-grained;K;Uemlyakh massif;;Det.:H2o+-0.10;N.V.Goloperov,1962
2542;49;53;;112;53;;"49ø53'0.0""";"112ø53'0.0""";;Granite pegmatoid;J;Khalzan massif;V.M.KovyazinaOt~;:so3-tr.,Ba0-tr.Det.:H2o+-0.20;V.Ya.Kiselev,1958
2543;43;34;35;133;56;20;"43ø34'35.0""";"133ø56'20.0""";;Bt granodiorite;K;Vangous massif;;Det.:H2o+-0.16.Oth.:Sn-0.01;Yu.M.Vdovin,1951
2544;46;55;27;137;21;;"46ø55'27.0""";"137ø21'0.0""";;Granite;K;;;;A.A.Syas'ko,1969
2545;49;38;;112;7;;"49ø38'0.0""";"112ø7'0.0""";;Granite leucocratic;J;;;;N.N.Bindeman,1962
2546;68;57;;165;6;;"68ø57'0.0""";"165ø6'0.0""";;Granite medium-grained;K;Lyupveem massif;I.S.Ryabova;;V.V.Gulevich,1958
2547;50;7;;109;47;;"50ø7'0.0""";"109ø47'0.0""";;Granite;Tr;;D.M.Shuster;;E.T.Bubnov,1961
2548;67;4;;158;30;;"67ø4'0.0""";"158ø30'0.0""";;Granite alkaline;K;Ozerninsky massif;;;N.N.Neznanov,1967
2549;48;7;;107;42;;"48ø7'0.0""";"107ø42'0.0""";;Granite;Tr;Dzunbain massif;;;V.I.Kovalenko,1971
2550;47;29;;104;50;;"47ø29'0.0""";"104ø50'0.0""";;Bt granite;Tr;;;;Z.A.Kuznetsova
2551;65;2;;141;51;;"65ø2'0.0""";"141ø51'0.0""";;Bt granite;J;Upper-Omuk massif;;;S.V.Kucherov,1941
2552;57;22;;139;7;;"57ø22'0.0""";"139ø7'0.0""";;Granodiorite;K;;;;I.N.Egorov,1970
2553;50;11;;112;7;;"50ø11'0.0""";"112ø7'0.0""";;Bt granite;J;Upper-Maryktin massif;;;I.S.Valitskaya,1939
2554;51;7;;135;47;;"51ø7'0.0""";"135ø47'0.0""";;Granite-porphyry;K;;R.A.Sokolova;;V.A.Evtushenko,1962
2555;67;4;;158;32;;"67ø4'0.0""";"158ø32'0.0""";;Bt-Hb granite;K;Ozerninsky massif;;;N.N.Neznanov,1967
2556;47;29;40;138;53;4;"47ø29'40.0""";"138ø53'4.0""";;Granite;K;Shumny massif;;Det.:H2o+-0.78;A.V.Oleynikov,1975
2557;52;28;10;114;30;30;"52ø28'10.0""";"114ø30'30.0""";;Granite;Tr-J;;;;S.P.Smelovsky,1968
2558;53;32;25;119;1;;"53ø32'25.0""";"119ø1'0.0""";;Granite;J;;D.M.Shuster;;V.S.Alkin,1963
2559;52;48;;116;39;30;"52ø48'0.0""";"116ø39'30.0""";;Granite;Tr;Tungir massif;N.A.Lebedeva;;N.V.Kuzheleva,1968
2560;52;19;;114;44;40;"52ø19'0.0""";"114ø44'40.0""";;Granite;Tr;;A.N.Ogneva;;Yu.D.Penyagin,1964
2561;62;23;;150;3;;"62ø23'0.0""";"150ø3'0.0""";;Plagiogranite;J;Odinoky massif;;Det.:H2o+-0.34;V.E.Litvinov,1965
2562;44;18;25;135;28;;"44ø18'25.0""";"135ø28'0.0""";;Granite;K;Tavayzin massif;M.F.Vasilenko;Det:H2o+-0.18;N.F.Marinin,1966
2563;44;21;;135;10;;"44ø21'0.0""";"135ø10'0.0""";;Granite-porphyry;K;;F.T.Rynkova;Det:H2o+-l.15;N.K.Tsesarsky,1978
2564;43;6;53;133;25;10;"43ø6'53.0""";"133ø25'10.0""";;Granite;K;Makarovsky massif;;;Yu.G.Ivanov,1964
2565;53;58;;140;10;;"53ø58'0.0""";"140ø10'0.0""";;Granite medium-grained;Pg;Bikchi-Ula massif;;;O.P.Leont'ev,1964
2566;46;54;;105;51;;"46ø54'0.0""";"105ø51'0.0""";;Granite;Tr;;;;V.A.Bobrov
2567;64;17;40;163;40;30;"64ø17'40.0""";"163ø40'30.0""";;Granite;K;;;;N.I.Filatova,1968
2568;46;8;25;136;3;;"46ø8'25.0""";"136ø3'0.0""";;Granite;K;West-Kandomin massif;;;E.P.Izokh,1957
2569;50;10;;136;21;;"50ø10'0.0""";"136ø21'0.0""";;Granite;K;;;;N.E.Zavadskaya,1960
2570;50;57;;110;17;;"50ø57'0.0""";"110ø17'0.0""";;Granite porphyraceous;J;;V.I.Skrizhinskaya;;L.A.Kozubova,1958
2571;51;47;;135;37;;"51ø47'0.0""";"135ø37'0.0""";;Granite porphyraceous;K;;;;N.G.Osipov,1964
2572;47;27;;138;43;;"47ø27'0.0""";"138ø43'0.0""";;Granite;Pg;Kiprey massif;;;V.P.Simanenko,1972
2573;66;8;;129;18;;"66ø8'0.0""";"129ø18'0.0""";;Granodiorite medium-grained;K;Khoboyotuu-Echiy massif;;Oth.:S03-0.16.Det.:co2-0.07;R.O.Galabala,1976
2574;55;23;;135;14;;"55ø23'0.0""";"135ø14'0.0""";;Granite alkaline;K;;;;I.A.Plotnikov,1958
2575;49;25;;107;50;;"49ø25'0.0""";"107ø50'0.0""";;Bt granite fine-grained;Tr;Arodtsegol massif;;;A.N.Bronnikov,1964
2576;55;11;55;118;58;30;"55ø11'55.0""";"118ø58'30.0""";;Bt granite;Tr;;V.I.Zhigalova;;Yu.P.Tryanin,1969
2577;55;45;40;117;50;5;"55ø45'40.0""";"117ø50'5.0""";;Granite;Tr;;U.M.Ader;;E.M.Falkin,1969
2578;44;29;15;136;7;10;"44ø29'15.0""";"136ø7'10.0""";;Bt granite;Pg;Mutukhin massif;;;V.N.Musin,1970
2579;53;32;30;119;25;50;"53ø32'30.0""";"119ø25'50.0""";;Bt granite;Tr;;;Oth.:So3-0.13;S.L.Polushkin,1943
2580;46;15;45;137;36;40;"46ø15'45.0""";"137ø36'40.0""";;Granodiorite;K;;;Det.:H2o+-0.87;G.A.Amel'chenko,1976
2581;49;57;;112;37;;"49ø57'0.0""";"112ø37'0.0""";;Granite-porphyry subalkaline;J;Kharalgin massif;L.S.Voronova;;N.K.Dmitrochenko,1962
2582;53;44;30;115;19;10;"53ø44'30.0""";"115ø19'10.0""";;Granite-porphyry;Tr-J;Gulanin massif;V.I.Zhigalova;;V.A.Popeko,1968
2583;60;37;;143;9;;"60ø37'0.0""";"143ø9'0.0""";;Granite;K;Gadekchan massif;;Det.:H2o+-0.75;E.G.Peskov,1964
2584;64;50;25;168;30;40;"64ø50'25.0""";"168ø30'40.0""";;Granite;K;;V.A.Sidorov;;V.A.Faradzhev,1971
2585;53;8;35;116;55;;"53ø8'35.0""";"116ø55'0.0""";;Bt granite;Tr;Zhelendeken massif;N.ISerebryakova;;Yu.I.Berezin,1964
2586;49;39;;110;28;;"49ø39'0.0""";"110ø28'0.0""";;Bt granite;J;;N.ISerebryakova;;V.P.Krasnov,1962
2587;52;42;43;116;48;50;"52ø42'43.0""";"116ø48'50.0""";;Granite porphyraceous;Tr;Medvezhkin massif;V.I.Zhigalova;;N.V.Kuzheleva,1968
2588;45;51;30;107;45;30;"45ø51'30.0""";"107ø45'30.0""";;Granite(granosyenite);Tr;;;;Yu.K.Varzalov,1972
2589;67;40;;160;0;;"67ø40'0.0""";"160ø0'0.0""";;Granite;K;;;;E.S.Kopytov,1966
2590;62;12;;158;20;;"62ø12'0.0""";"158ø20'0.0""";;Bt granite;K;Big Nayakhan massif;;;N.M.Keppen,1941
2591;52;49;45;114;31;50;"52ø49'45.0""";"114ø31'50.0""";;Granite-porphyry;Tr-J;;;;S.P.Smelovsky,1968
2592;67;28;;178;37;;"67ø28'0.0""";"178ø37'0.0""";;Granite;K;Ekitykin massif;Z.I.Karpicheva;Det:H2o+-0.82,co2-0.26;G.I.Bogomolov,1965
2593;54;50;40;117;22;;"54ø50'40.0""";"117ø22'0.0""";;Granite;J;;D.M.Shuster;;A.V.Ivanov,1966
2594;64;56;;140;22;;"64ø56'0.0""";"140ø22'0.0""";;Bt granite medium-grained;K;Talalakh massif;M.P.Belopol'skaya;;V.M.Kalinin,1960
2595;46;32;50;135;53;;"46ø32'50.0""";"135ø53'0.0""";;Granite;K;Madyan massif;;;V.A.Nikogosyan,1966
2596;63;16;;159;14;;"63ø16'0.0""";"159ø14'0.0""";;Bt granite porphyraceous;J;Deras-Yurecha massif;M.PBelopol'skaya;;E.F.Sukhanova,1951
2597;52;38;20;114;2;10;"52ø38'20.0""";"114ø2'10.0""";;Granite;Tr;;M.I.Merkul'eva;;A.A.Matlashov,1969
2598;63;19;;148;10;;"63ø19'0.0""";"148ø10'0.0""";;Bt granite;J;Ch'orgo massif;G.S.Gormasheva;Det:H2o+-0.69,co2-0.03,F-0.04,Li20-0.04;V.A.Serebryakov,1958
2599;50;18;;108;34;;"50ø18'0.0""";"108ø34'0.0""";;Granite(granodiorite);Tr;Gremyachin massif;T.A.Alfer'eva;;A.V.Vnukov,1960
2600;50;23;;110;4;;"50ø23'0.0""";"110ø4'0.0""";;Granite-porphyry;J;;M.L.Freyde;Oth:wo3-0.02.Det. :H2o+-0.13;A.D.Scheglov,1959
2601;50;59;;113;24;;"50ø59'0.0""";"113ø24'0.0""";;Bt-Hb granite(granodiorite);J;Ulotuy massif;N.I.Serebryakova;;E.V.Barabashev,1962
2602;46;18;50;135;30;;"46ø18'50.0""";"135ø30'0.0""";;Bt granite;K;Upper-Sibichin massif;;;V.M.Kochkin,1966
2603;55;23;;135;14;;"55ø23'0.0""";"135ø14'0.0""";;Granite alkaline;K;;;;I.A.Plotnikov,1958
